title,paiming,uri,lat,lng,recommend_price,hotel_address,hotel_star,hotel_city,hotel_section,price_range,avg_rating,comment_count,offical_img_uri,facility,room,agoda_price
小島好樂,南投排名第 271 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d3873353-Reviews-Islet_Inn-Puli_Nantou.html,23.977128982543945,120.95674133300781,"NT$1,022",埔里鎮大同街50號,2.5,南投,埔里,"NT$1,194 - NT$2,199",3.5,28,https://media-cdn.tripadvisor.com/media/photo-s/10/d7/04/e4/caption.jpg,"套房, 家庭房, 空調設施","免費停車, 免費網際網路, 無線網路, 公用無線網路, 酒吧/酒廊, 餐廳, 允許攜帶寵物 (可帶狗/寵物), 自助式洗衣, 網際網路","NT$1,022"
和愉的家,南投排名第 272 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806711-d12485342-Reviews-Hoyu_s_Home-Lugu_Nantou.html,23.738338470458984,120.74019622802734,"NT$1,732",鹿谷鄉竹豐村光復路53-30號,3.0,南投,鹿谷,"NT$1,822 - NT$4,179",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/11/cf/bc/1a/caption.jpg,"禁菸客房, 套房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 禁菸飯店",
幸福小鎮喵喵森林溫泉民宿,南投排名第 273 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d2247260-Reviews-Xingfu_Xiaozhen_B_B-Ren_ai_Township_Nantou.html,24.0240421295166,121.1639633178711,"NT$1,238",仁愛鄉虎門巷100號,,南投,仁愛鄉,"NT$1,288 - NT$4,807",4.0,6,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/11/cd/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 小廚房, 微波爐, 迷你吧, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 兒童活動 (適合兒童/家庭), 巴士接駁服務, 禁菸飯店, 網際網路",
頂代櫻花會館,南投排名第 274 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d8671531-Reviews-Dindai_Cherry_Blossom_Resort-Yuchi_Nantou.html,23.878719329833984,120.9246597290039,"NT$1,213",魚池鄉有水巷5-50號,3.0,南投,魚池,"NT$1,288 - NT$4,242",3.5,8,https://media-cdn.tripadvisor.com/media/photo-s/11/e5/c9/4a/vue-de-l-hotel-a-l-arrivee.jpg,,,
廬山蜜月館大飯店,南投排名第 275 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d2599508-Reviews-Honey_Moon_Hotel-Ren_ai_Township_Nantou.html,24.024110794067383,121.18988800048828,"NT$1,477",仁愛鄉精英村榮華巷46號,4.0,南投,仁愛鄉,"NT$1,697 - NT$3,362",3.5,26,https://media-cdn.tripadvisor.com/media/daodao/photo-s/02/81/60/a1/caption.jpg,"禁菸客房, 家庭房, 空調設施, 客房服務","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 游泳池, 餐廳, 禁菸飯店","NT$1,558"
Here Hostel Puli,南投排名第 276 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d12157850-Reviews-Here_Hostel_Puli-Puli_Nantou.html,23.960851669311523,120.96114349365234,NT$952,南投縣埔里鎮英六街2號,2.0,南投,埔里,"NT$911 - NT$1,508",4.5,2,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/c9/43/56/2053653.jpg,,,
B埔里背包客旅店,南投排名第 277 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d15245762-Reviews-B_Puli_Backpacker_Hostel-Puli_Nantou.html,23.964069366455078,120.96410369873047,"NT$1,351",南盛街28號,2.0,南投,埔里,"NT$1,477 - NT$2,294",4.0,1,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/ad/d1/63/4063433.jpg,,,
水中天民宿,南投排名第 278 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d6000738-Reviews-W_s_h_B_B-Puli_Nantou.html,23.96092987060547,121.00025177001953,NT$960,鯉魚路28號之16,3.0,南投,埔里,"NT$1,100 - NT$2,545",3.0,1,https://media-cdn.tripadvisor.com/media/photo-s/0e/06/40/75/caption.jpg,,餐廳,
東埔勝華溫泉飯店,南投排名第 279 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808516-d7624031-Reviews-Sheng_Hwa_Hotel-Xinyi_Township_Nantou.html,23.562599182128906,120.92938995361328,"NT$1,803",信義鄉東埔村開高巷60號,,南投,信義鄉,"NT$2,105 - NT$6,190",4.0,6,https://media-cdn.tripadvisor.com/media/photo-s/0e/d1/3a/79/dsc-0995-largejpg.jpg,,,
兩腳詩集概念旅館,南投排名第 280 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d8550284-Reviews-Footprint_Inn-Jiji_Nantou.html,23.826780319213867,120.79096984863281,"NT$1,824",集集鎮八張里民權路326號,3.5,南投,集集,"NT$2,105 - NT$4,399",4.5,13,https://media-cdn.tripadvisor.com/media/photo-s/0d/34/fd/0a/caption.jpg,免費停車,,
稻湘村渡假民宿 ,南投排名第 281 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246903-Reviews-Dao_Xiang_Village_B_B-Puli_Nantou.html,23.940269470214844,120.93975830078125,"NT$1,732",埔里鎮桃米巷9-3號 ,3.5,南投,埔里,"NT$1,980 - NT$3,896",4.0,5,https://media-cdn.tripadvisor.com/media/photo-s/07/f9/de/6f/caption.jpg,,,
啄雲啖綠-私人會館,南投排名第 282 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d12282824-Reviews-Cloud_Green_Private_Guest_House_B_B-Puli_Nantou.html,23.959163665771484,120.97985076904297,"NT$3,810",埔里鎮中心路247巷25號,3.5,南投,埔里,"NT$4,399 - NT$6,033",5.0,2,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/d3/43/55/2268577.jpg,,,
卉芯蘭園休閒民宿,南投排名第 283 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2247124-Reviews-Hui_Xin_Garden_B_B-Yuchi_Nantou.html,23.903980255126953,120.92606353759766,"NT$1,217",魚池鄉新城村通文巷5-4號,2.5,南投,魚池,"NT$1,320 - NT$2,828",5.0,4,https://media-cdn.tripadvisor.com/media/photo-s/02/f0/bd/00/huixin-lanyuan.jpg,,,"NT$1,299"
水裡河堤咖啡民宿,南投排名第 284 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806888-d2247153-Reviews-Shuili_Heti-Shuili_Nantou.html,23.81402015686035,120.85411834716797,"NT$1,126",水里鄉東三街110號 ,,南投,水里,-NT$1,4.5,3,https://media-cdn.tripadvisor.com/media/photo-s/06/8c/ef/a3/caption.jpg,,,
蟲二雅舍民宿,南投排名第 285 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d2246974-Reviews-Chong_Er_Ya_She_Homestay-Jiji_Nantou.html,23.830780029296875,120.78305053710938,"NT$1,126",成功九街56號,3.0,南投,集集,"NT$1,288 - NT$2,011",5.0,2,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/c9/d9/d9/2633913.jpg,,,
阿娜娜民宿,南投排名第 286 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d10495699-Reviews-A_nana_Guest_House-Puli_Nantou.html,23.976438522338867,120.97783660888672,"NT$1,558",埔里鎮大湳里虎山六街31號,3.0,南投,埔里,"NT$1,791 - NT$4,179",4.5,2,https://media-cdn.tripadvisor.com/media/photo-s/0d/1f/2f/5e/caption.jpg,客房服務,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐","NT$1,558"
蔓條絲理-浮田小屋,南投排名第 287 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d6217770-Reviews-Slow_Motion_B_B-Yuchi_Nantou.html,23.822710037231445,120.8974380493164,"NT$3,636",魚池鄉武登村協力巷1-7號,3.0,南投,魚池,"NT$1,822 - NT$5,247",3.5,5,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/cc/2b/94/1689602.jpg,空調設施,"免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 餐廳",
日月潭名人大飯店,南投排名第 288 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12162784-Reviews-Sun_Moon_Lake_Minren_Hotel-Yuchi_Nantou.html,23.86638069152832,120.91339111328125,"NT$1,126",魚池鄉(日月潭)中山路138號,3.0,南投,魚池,"NT$1,288 - NT$2,702",4.5,2,https://media-cdn.tripadvisor.com/media/photo-s/11/98/15/b2/sun-moon-lake-minren.jpg,,,
森之秘湯,南投排名第 289 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d17468668-Reviews-Mhuwe_Hotspring-Ren_ai_Township_Nantou.html,23.929790496826172,120.67594909667969,"NT$1,300",虎门巷95-1号,3.0,南投,仁愛鄉,"NT$1,477 - NT$3,268",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/18/5e/27/e7/caption.jpg,"山景, 禁菸客房, 套房, 無過敏原客房, 空調設施, 額外浴室, 電熱毯, 步入式淋浴間, 家庭房, 遮光窗簾, 空氣清淨機, 用餐區, 私人陽台, 沙發, 衣架, 私人浴室, 浴缸/淋浴間, 吹風機","免費高速上網 (WiFi), 提供早餐, 划獨木舟, 登山健行, 兒童活動 (適合兒童/家庭), 免費接駁或計程車服務, 溫泉浴池, 烤肉設施, 無線網路, 戶外用餐區, 水上活動裝備租賃, 釣魚, 巴士接駁服務, 包車, 便利商店, 禮品商店, 戶外火爐, 野餐區, 共用廚房, 急救箱, 快速辦理入住/退房",
方舟文旅 溜滑梯親子民宿,南投排名第 290 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d15357317-Reviews-Ark_Stay-Jiji_Nantou.html,23.830610275268555,120.78730773925781,"NT$1,478",集賢街303號,3.0,南投,集集,"NT$1,540 - NT$4,525",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/17/ec/5d/23/caption.jpg,,,
埔里夢想家民宿,南投排名第 291 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d6217813-Reviews-Puli_Dream_House_B_B-Puli_Nantou.html,23.972110748291016,120.95287322998047,"NT$1,143",埔里鎮大城路152號,2.5,南投,埔里,"NT$1,320 - NT$2,922",4.5,2,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/18/99/39/f9/facadeentrance.jpg,家庭房,餐廳,
倍詩泰民宿,南投排名第 292 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d7649558-Reviews-Bestime_B_B-Jiji_Nantou.html,23.827659606933594,120.78984069824219,"NT$1,664",集集鎮吳厝里八張一街158號,3.0,南投,集集,"NT$1,948 - NT$3,613",5.0,5,https://media-cdn.tripadvisor.com/media/photo-s/0b/b0/9f/49/bestime-b-b.jpg,,,
Baishengcun Coffee Farm,南投排名第 293 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806614-d14379929-Reviews-Baishengcun_Coffee_Farm-Guoxing_Nantou.html,24.054189682006836,120.90853118896484,"NT$1,626",國姓路87-9號,3.0,南投,國姓,"NT$1,760 - NT$3,142",5.0,1,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,,
埔里吉美民宿,南投排名第 294 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d12257754-Reviews-Jim_Mei_House-Puli_Nantou.html,23.975818634033203,120.97859191894531,"NT$6,522",埔里鎮虎耳二街19號,3.5,南投,埔里,"NT$6,975 - NT$9,018",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/11/8e/7e/01/2.jpg,"禁菸客房, 空調設施, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 提供早餐",
草嶺腳民宿 ,南投排名第 295 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d2246971-Reviews-Chichi_B_B-Jiji_Nantou.html,23.822860717773438,120.76660919189453,"NT$1,304",集集鎮攔河路5巷8號 ,3.5,南投,集集,"NT$1,508 - NT$2,514",3.5,4,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/86/57/caolingjiao.jpg,,"有健身房的健身中心, 餐廳",
阿貴的家,南投排名第 296 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d6017676-Reviews-Akuei_House_B_B-Yuchi_Nantou.html,23.91806983947754,120.91797637939453,"NT$1,524",魚池鄉大雁村大雁巷26-9號,3.0,南投,魚池,"NT$1,728 - NT$3,016",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/0b/b7/d4/ed/caption.jpg,,"無線網路, 網際網路, 餐廳",
認真生活民宿,南投排名第 297 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806757-d7953142-Reviews-Hello_Earnest_Life_Bed_and_Breakfast-Nantou_City_Nantou.html,23.947879791259766,120.69032287597656,"NT$1,558",埔里鎮中正路121-10號,3.0,南投,南投市,"NT$1,791 - NT$2,639",5.0,1,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/cc/18/8a/garden.jpg,,,
安語軒人文民宿,南投排名第 298 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d10620012-Reviews-An_Yu_Xuan_Hostel-Jiji_Nantou.html,23.826929092407227,120.79244232177734,"NT$1,602",集集鎮吳厝里八張一街148號,3.0,南投,集集,"NT$1,854 - NT$2,482",4.0,1,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/c8/59/a2/3575459.jpg,,,
埔里民宿 圓舞曲,南投排名第 299 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d11864361-Reviews-Waltz_Villa-Puli_Nantou.html,23.975116729736328,120.9790267944336,"NT$1,732","埔里鎮虎山路17-1號 No.17-1, Hushan Rd., Puli Township",3.0,南投,埔里,"NT$1,980 - NT$3,488",4.0,1,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,,"NT$1,732"
松景農莊,南投排名第 300 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246860-Reviews-PINE_Leisure_Farm-Puli_Nantou.html,23.982059478759766,120.9841079711914,"NT$1,472",埔里鎮大湳路111號 ,3.5,南投,埔里,"NT$1,697 - NT$2,011",4.0,1,https://media-cdn.tripadvisor.com/media/photo-s/09/df/7a/38/photo0jpg.jpg,,,
日月潭碼頭精品旅店,南投排名第 301 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2013737-Reviews-Harbor_Elite_Hotel-Yuchi_Nantou.html,23.865692138671875,120.91197967529297,NT$994,魚池鄉水社村日月潭中山路113號,3.0,南投,魚池,"NT$1,225 - NT$3,833",3.0,42,https://media-cdn.tripadvisor.com/media/photo-s/10/6a/be/28/harbor-elite-hotel.jpg,"禁菸客房, 空調設施, 私人陽台, 客房服務, 冰箱","免費高速上網 (WiFi), 免費網際網路, 浴缸, 餐廳, 保姆服務, 巴士接駁服務, 禮賓服務, 禁菸飯店, 無線網路, 公用無線網路, 網際網路",
印象北歐莊園俱樂部,南投排名第 302 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d4406772-Reviews-Impression_Nordic_Manor_Club-Ren_ai_Township_Nantou.html,24.039146423339844,121.15398406982422,"NT$7,619",仁愛鄉大同村榮光巷9-9號,4.0,南投,仁愛鄉,"NT$5,247 - NT$13,825",3.5,14,https://media-cdn.tripadvisor.com/media/photo-s/15/28/ae/e4/caption.jpg,,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 酒吧/酒廊, 餐廳, 巴士接駁服務, 公用無線網路, 網際網路",
頂代櫻花會館,南投排名第 303 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d8671531-Reviews-Dindai_Cherry_Blossom_Resort-Yuchi_Nantou.html,23.878719329833984,120.9246597290039,"NT$1,213",魚池鄉有水巷5-50號,3.0,南投,魚池,"NT$1,288 - NT$4,242",3.5,8,https://media-cdn.tripadvisor.com/media/photo-s/11/e5/c9/4a/vue-de-l-hotel-a-l-arrivee.jpg,,,
日月潭秘密花園設計,南投排名第 304 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12072151-Reviews-Sun_Moon_Lake_Secret_Garden_Villa-Yuchi_Nantou.html,23.908660888671875,120.93547821044922,"NT$4,080",魚池鄉瓊文巷39-11號,3.5,南投,魚池,"NT$4,493 - NT$6,253",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/0e/39/b0/17/getlstd-property-photo.jpg,"套房, 客房服務","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐",
自在居旅棧民宿,南投排名第 305 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d13416819-Reviews-Feel_Free_Homestay-Puli_Nantou.html,23.96194076538086,120.96942138671875,"NT$1,391",埔里鎮南昌街280號,3.0,南投,埔里,"NT$1,194 - NT$4,022",4.0,2,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,,
彩虹田民宿,南投排名第 306 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d6453181-Reviews-Rainbow_Field_B_B-Jiji_Nantou.html,23.826499938964844,120.78668212890625,"NT$1,948",集集鎮民權路268號,3.0,南投,集集,"NT$2,231 - NT$2,859",5.0,3,https://media-cdn.tripadvisor.com/media/photo-s/08/d2/a8/88/caption.jpg,"禁菸客房, 套房, 空調設施","免費高速上網 (WiFi), 免費網際網路, 無線網路, 公用無線網路, 網際網路, 免費早餐, 巴士接駁服務, 禁菸飯店",
清境富嘉山莊,南投排名第 307 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d8144289-Reviews-Cingjing-Ren_ai_Township_Nantou.html,24.06425666809082,121.16667175292969,"NT$1,143",仁和路223號,3.0,南投,仁愛鄉,"NT$1,288 - NT$3,393",3.0,5,https://media-cdn.tripadvisor.com/media/photo-s/0e/8a/ba/c3/caption.jpg,"禁菸客房, 套房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 餐廳, 提供早餐, 禁菸飯店, 網際網路",
晨曦民宿 ,南投排名第 308 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806822-d2247230-Reviews-Aurora_Villa-Ren_ai_Township_Nantou.html,24.040950775146484,121.160888671875,"NT$1,556",仁愛鄉壽亭巷14-2號 ,3.5,南投,仁愛鄉,-NT$1,5.0,3,https://media-cdn.tripadvisor.com/media/photo-s/16/ce/30/2d/caption.jpg,"禁菸客房, 家庭房, 空調設施, 小廚房, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 免費早餐, 兒童活動 (適合兒童/家庭), 禮賓服務, 禁菸飯店, 公用無線網路, 網際網路",
水田衣藝術家民宿 ,南投排名第 309 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246869-Reviews-Akei_Guest_House-Puli_Nantou.html,23.953670501708984,120.9740982055664,"NT$1,732",埔里鎮水頭路77號,3.0,南投,埔里,"NT$1,980 - NT$2,796",4.5,5,https://media-cdn.tripadvisor.com/media/photo-s/08/4a/a7/d6/caption.jpg,,,
香亭民宿 ,南投排名第 310 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d2246924-Reviews-Xiangting-Puli_Nantou.html,23.965089797973633,120.93801879882812,"NT$1,948",埔里鎮中山路一段66號 ,3.5,南投,埔里,-NT$1,5.0,4,https://media-cdn.tripadvisor.com/media/photo-s/06/7c/c4/e2/caption.jpg,,,
啄雲啖綠-私人會館,南投排名第 311 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d12282824-Reviews-Cloud_Green_Private_Guest_House_B_B-Puli_Nantou.html,23.959163665771484,120.97985076904297,"NT$3,810",埔里鎮中心路247巷25號,3.0,南投,埔里,"NT$4,399 - NT$6,033",5.0,2,https://media-cdn.tripadvisor.com/media/photo-s/18/9e/9a/67/imag6819-largejpg.jpg,,,
八番 私人住宅,南投排名第 312 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d14548240-Reviews-Residence_8-Yuchi_Nantou.html,23.86890983581543,120.90917205810547,"NT$4,087",中山路270巷8號,3.0,南投,魚池,"NT$4,148 - NT$6,818",5.0,2,https://media-cdn.tripadvisor.com/media/photo-s/16/d0/ec/ee/caption.jpg,"禁菸客房, 套房, 家庭房, 空調設施, 客房服務, 冰箱","免費停車, 免費高速上網 (WiFi), 免費網際網路, 免費早餐, 餐廳, 巴士接駁服務, 禮賓服務, 禁菸飯店, 無線網路, 公用無線網路, 網際網路",
日月潭埔里 滿一民宿,南投排名第 313 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d12315199-Reviews-My_B_B-Puli_Nantou.html,23.98440933227539,120.99931335449219,"NT$1,739",埔里鎮牛眠里1鄰內埔路15巷23號,3.0,南投,埔里,"NT$1,980 - NT$3,613",5.0,2,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/16/cf/cf/a9/facadeentrance.jpg,,,"NT$1,739"
貴族水月渡假會館,南投排名第 314 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806888-d5521638-Reviews-Moon_Garden_Holiday_House-Shuili_Nantou.html,23.81348991394043,120.85455322265625,"NT$1,704",水里鄉北埔街60巷20號,3.5,南投,水里,"NT$2,011 - NT$3,142",3.5,7,https://media-cdn.tripadvisor.com/media/photo-s/09/6b/0f/d9/caption.jpg,"空調設施, 迷你吧","免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 餐廳, 巴士接駁服務","NT$1,704"
九族民宿 ,南投排名第 315 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2247071-Reviews-Nine_Aboriginal_B_B-Yuchi_Nantou.html,23.8785400390625,120.94947814941406,"NT$1,948",魚池鄉金天巷69-5號 ,2.5,南投,魚池,"NT$2,231 - NT$2,828",4.5,3,https://media-cdn.tripadvisor.com/media/photo-s/0c/ae/6d/a9/p-20160821-075216-largejpg.jpg,客房服務,"公用無線網路, 巴士接駁服務",
兆迪商務旅館,南投排名第 316 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d8117121-Reviews-Zhaody_Hotel-Puli_Nantou.html,23.976329803466797,120.98016357421875,"NT$1,829",埔里鎮虎山二街5號,3.5,南投,埔里,"NT$2,105 - NT$3,676",4.0,3,https://media-cdn.tripadvisor.com/media/photo-s/16/88/3c/01/photo4jpg.jpg,,,
日月潭名人大飯店,南投排名第 317 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d12162784-Reviews-Sun_Moon_Lake_Minren_Hotel-Yuchi_Nantou.html,23.86638069152832,120.91339111328125,"NT$1,126",魚池鄉(日月潭)中山路138號,3.0,南投,魚池,"NT$1,288 - NT$2,702",4.5,2,https://media-cdn.tripadvisor.com/media/photo-s/11/98/15/b2/sun-moon-lake-minren.jpg,,,"NT$1,126"
集集農場民宿,南投排名第 318 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d2246975-Reviews-Jiji_Farm_B_B-Jiji_Nantou.html,23.82962989807129,120.78189086914062,"NT$1,697",集集鎮環山街270巷42號,3.0,南投,集集,-NT$1,5.0,2,https://media-cdn.tripadvisor.com/media/photo-s/09/74/e8/20/jiji-farm-b-b.jpg,"禁菸客房, 空調設施, 小廚房","網際網路, 游泳池, 餐廳, 巴士接駁服務, 禁菸飯店, 洗衣服務",
圓Villa休閒民宿,南投排名第 319 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d6561243-Reviews-Yuan_Bed_and_Breakfast-Jiji_Nantou.html,23.828439712524414,120.79261779785156,"NT$1,177",八張街90號,3.0,南投,集集,"NT$1,351 - NT$3,205",4.5,3,https://media-cdn.tripadvisor.com/media/photo-s/06/37/62/f9/villa.jpg,免費高速上網 (WiFi),,
集集民宿 旅行家背包客民宿,南投排名第 320 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d11692367-Reviews-Jiji_Guest_House-Jiji_Nantou.html,23.82996368408203,120.78701782226562,NT$606,集集鎮集賢街529巷20號,3.0,南投,集集,NT$503 - NT$691,5.0,1,https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/17/b1/a8/aa/4924678.jpg,小廚房,"免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 兒童活動 (適合兒童/家庭), 巴士接駁服務",
麗屋和風渡假會館,南投排名第 321 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806800-d7686891-Reviews-Beaut_House-Puli_Nantou.html,23.952070236206055,120.95455932617188,"NT$1,034",埔里鎮溪南里珠生路78巷38號,3.5,南投,埔里,"NT$1,194 - NT$2,451",4.0,2,https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo.png,,,
草嶺腳民宿 ,南投排名第 322 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13806650-d2246971-Reviews-Chichi_B_B-Jiji_Nantou.html,23.822860717773438,120.76660919189453,"NT$1,304",集集鎮攔河路5巷8號 ,3.5,南投,集集,"NT$1,508 - NT$2,514",3.5,4,https://media-cdn.tripadvisor.com/media/photo-s/02/ea/86/57/caolingjiao.jpg,,"有健身房的健身中心, 餐廳",
日月潭薇森民宿,南投排名第 323 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d2247085-Reviews-Wei_Sen_Hostel-Yuchi_Nantou.html,23.885129928588867,120.92317199707031,"NT$1,471",魚池鄉中明村有水巷30號,3.0,南投,魚池,"NT$1,697 - NT$3,079",4.5,2,https://media-cdn.tripadvisor.com/media/photo-s/08/59/d3/ea/caption.jpg,"套房, 客房服務, 小廚房","免費停車, 免費高速上網 (WiFi), 免費網際網路, 無線網路, 網際網路, 免費早餐, 餐廳, 巴士接駁服務",
星月小築,南投排名第 324 的超值住宿地點，共 995 家,https://www.tripadvisor.com.tw/Hotel_Review-g13808635-d3856981-Reviews-Star_Moon_B_B-Yuchi_Nantou.html,23.864789962768555,120.91045379638672,"NT$1,818",魚池鄉水社村中興路32之3號2樓,,南投,魚池,"NT$2,011 - NT$3,865",5.0,1,https://media-cdn.tripadvisor.com/media/photo-s/08/92/c9/07/photo0jpg.jpg,,,
