hotel_name,comment_title,comment_date,date_of_stay,userName,user_profile,rating,recommend_count,country,userId
北投春天酒店,保持良好,2015年3月5日,,HerbertLi,https://www.tripadvisor.com.tw/Profile/HerbertLi,4.0,,上海地區上海,UID_859AFF7E2D841A0F1FEA8D8D8FB31344-SRC_257832331
北投春天酒店,在北投露天溫泉的鉅額,2015年2月28日,,Wienprater,https://www.tripadvisor.com.tw/Profile/Wienprater,5.0,,SINGAPORE,UID_F5C850CD216B41531ABAAE6244C51D66-SRC_256842189
北投春天酒店,新課程的別墅是物有所值,2015年2月16日,,silverspear,https://www.tripadvisor.com.tw/Profile/silverspear,4.0,,新加坡新加坡,UID_A3FA3D9A736BA209532F6AEA39B86C91-SRC_254393603
北投春天酒店,私密溫泉客房。,2015年2月6日,,Breanna A,https://www.tripadvisor.com.tw/Profile/Breanna A,5.0,,澳洲巴拉蘭特,UID_DDE24E11151ABEDBC0423207FD046435-SRC_252883678
北投春天酒店,來的溫泉,2014年12月30日,,DaydriaG,https://www.tripadvisor.com.tw/Profile/DaydriaG,3.0,,加拿大多倫多,UID_543086A5CC441EE7719A156AC9EB3356-SRC_246538156
北投春天酒店,一個舒適和輕鬆的度假村,2014年12月19日,,CHLo1980,https://www.tripadvisor.com.tw/Profile/CHLo1980,4.0,,新加坡新加坡,UID_55803A0AB582FFD897C64100BD48A880-SRC_245035665
大稻埕花園旅店,在充滿懷舊氛圍的老街內也能享受南法風情的優質旅店,2019年6月,住宿日期： 2019年6月舒適度服務睡眠品質,tinachiang0824,https://www.tripadvisor.com.tw/Profile/tinachiang0824,5.0,9,台灣嘉義,
大稻埕花園旅店,舒適的酒店餐廳,2019年5月,,tsai95862016,https://www.tripadvisor.com.tw/Profile/tsai95862016,4.0,21,加州橘郡,
大稻埕花園旅店,懷舊風格,2018年11月,住宿日期： 2018年11月舒適度服務睡眠品質,sonlsonl,https://www.tripadvisor.com.tw/Profile/sonlsonl,4.0,14,,
大稻埕花園旅店,如夢似幻的歐式花園餐廳與民宿,2018年9月,住宿日期： 2018年9月,Julia K,https://www.tripadvisor.com.tw/Profile/Julietttkao,5.0,97,台灣桃園,
大稻埕花園旅店,大稻埕老街特色住宿,2018年8月,住宿日期： 2018年4月,Patrick .W,https://www.tripadvisor.com.tw/Profile/Patrwan,5.0,58,台灣苓雅,
大稻埕花園旅店,住過絕對不會後悔的D.G Hotel，台北住宿大推呀,2018年4月,住宿日期： 2018年3月,朗妮 布,https://www.tripadvisor.com.tw/Profile/Guide764417,5.0,1,,
大稻埕花園旅店,網路評價與實際造訪相同，很推薦哦!,2018年4月,住宿日期： 2018年3月,力瑋 羅,https://www.tripadvisor.com.tw/Profile/Tourist383474,5.0,1,,
大稻埕花園旅店,餐點普普，佈置優美,2017年9月,住宿日期： 2017年9月,SherryQueen,https://www.tripadvisor.com.tw/Profile/sherryl395,4.0,4,台灣台北,
大稻埕花園旅店,員工友善，浴室很棒,2017年7月,,Niels T,https://www.tripadvisor.com.tw/Profile/91nielst,5.0,16,荷蘭蒂爾堡,
大稻埕花園旅店,第二次留在這裡，不能等待第三次！,2018年2月,住宿日期： 2017年12月評等翻譯 更佳翻譯,Teesh O,https://www.tripadvisor.com.tw/Profile/teeshue,5.0,10,,
睡覺盒子旅店,膠囊虛有其表,2019年5月,住宿日期： 2019年5月地點服務睡眠品質,arnoldii,https://www.tripadvisor.com.tw/Profile/arnoldii,3.0,40,香港,
睡覺盒子旅店,設施不錯的小青旅,2019年4月,住宿日期： 2019年2月清潔與衛生服務睡眠品質,耀杰陳,https://www.tripadvisor.com.tw/Profile/Navigator809163,4.0,3,台灣北投,
睡覺盒子旅店,交通方便但內部空間稍稍狹窄,2018年11月,住宿日期： 2018年10月旅程類型： 好友出遊,eisel31418,https://www.tripadvisor.com.tw/Profile/eisel31418,3.0,,台灣高雄,
睡覺盒子旅店,地點極佳，空間舒適，CP值高,2018年8月,住宿日期： 2018年8月,雅雯 楊,https://www.tripadvisor.com.tw/Profile/Storyteller798618,5.0,1,,
睡覺盒子旅店,安靜 乾淨 為聲 早餐好吃  離捷運站近 很棒~,2017年6月,住宿日期： 2017年5月舒適度服務睡眠品質旅程類型： 好友出遊房間建議： 安靜 乾淨 為聲 早餐好吃  離捷運站近 很棒~查看更多房間建議,景堂 彭,https://www.tripadvisor.com.tw/Profile/Jet718368,5.0,5,,
睡覺盒子旅店,住過最差的青年旅店,2017年5月,住宿日期： 2017年4月,Funnnnnnnnnny,https://www.tripadvisor.com.tw/Profile/Funnnnnnnnnny,2.0,16,台灣,
睡覺盒子旅店,理想的旅館，乾淨、位置還有友好,2017年4月,,Brian W,https://www.tripadvisor.com.tw/Profile/H9555ESbrianw,5.0,1,,
睡覺盒子旅店,一個外觀和感覺給人比較好的典型旅館,2017年3月,,Huat Heng L,https://www.tripadvisor.com.tw/Profile/huathengl,2.0,13,,
睡覺盒子旅店,很不錯的旅宿,2017年2月,住宿日期： 2017年2月,Sora C,https://www.tripadvisor.com.tw/Profile/sorac195,4.0,2,,
睡覺盒子旅店,路跑,2017年1月,住宿日期： 2017年2月,怡蓁何,https://www.tripadvisor.com.tw/Profile/Passenger809834,4.0,,,
睡覺盒子旅店,員工訓練有待加強,2017年1月,住宿日期： 2017年1月,Siao Han H,https://www.tripadvisor.com.tw/Profile/SiaoHanH4,1.0,,,
睡覺盒子旅店,住了4晚，我還會再次來入住的,2016年11月,,fayec891,https://www.tripadvisor.com.tw/Profile/fayec891,4.0,5,,
睡覺盒子旅店,半夜被叫醒，也不交代清楚狀況,2016年9月,住宿日期： 2016年9月,史詠心,https://www.tripadvisor.com.tw/Profile/Cruiser809363,1.0,,台中,
睡覺盒子旅店,很好,2016年7月,住宿日期： 2016年7月,柏勳 黃,https://www.tripadvisor.com.tw/Profile/Ambassador654648,5.0,,,
睡覺盒子旅店,意想不到的美好,2016年6月,住宿日期： 2016年6月,TripAdvisor 會員,https://www.tripadvisor.com.tw,5.0,,,
睡覺盒子旅店,good,2016年6月,住宿日期： 2016年6月,Cat L,https://www.tripadvisor.com.tw/Profile/CatL376,5.0,,Taipei,
睡覺盒子旅店,住宿很棒，能認識朋友,2016年5月,住宿日期： 2016年5月,四谷 一,https://www.tripadvisor.com.tw/Profile/_W5486UD,5.0,,台灣台南,
睡覺盒子旅店,麻雀雖小五臟俱全,2016年5月,住宿日期： 2016年5月,美珍 江,https://www.tripadvisor.com.tw/Profile/E3065KU_,4.0,,,
睡覺盒子旅店,Service very good,2016年5月,住宿日期： 2016年5月,Cheuk hang L,https://www.tripadvisor.com.tw/Profile/cheukhangl2016,5.0,,台北市,
睡覺盒子旅店,兩個人的三晚盒子住宿,2016年5月,,Lovemoo,https://www.tripadvisor.com.tw/Profile/Lovemoo,5.0,1,,
睡覺盒子旅店,該地段比較合理的質量和價格,2016年4月,,slusher75,https://www.tripadvisor.com.tw/Profile/slusher75,5.0,,台灣台北,
睡覺盒子旅店,客服人員服務週到,2016年4月,住宿日期： 2016年4月,大維 黃,https://www.tripadvisor.com.tw/Profile/acow0423,5.0,,台灣新北,
睡覺盒子旅店,有趣的空間,2016年3月,住宿日期： 2016年3月,高熊旅,https://www.tripadvisor.com.tw/Profile/Wander808028,4.0,1,台灣高雄,
睡覺盒子旅店,下次不會再住了,2016年3月,住宿日期： 2016年3月,hsinh0ngc,https://www.tripadvisor.com.tw/Profile/hsinh0ngc,1.0,3,,
睡覺盒子旅店,櫃檯人員服務一流，很友善，很有待客之道。,2016年3月,,Felix F,https://www.tripadvisor.com.tw/Profile/FelixF_13,5.0,,香港,
睡覺盒子旅店,櫃檯人員友善,2016年3月,住宿日期： 2016年3月,ghhgffggg,https://www.tripadvisor.com.tw/Profile/ghhgffggg,5.0,,台灣台北,
睡覺盒子旅店,很棒！！,2016年3月,住宿日期： 2016年3月,湘芸李,https://www.tripadvisor.com.tw/Profile/Culture807782,5.0,1,,
睡覺盒子旅店,下次不會再住了,2016年2月,住宿日期： 2016年2月,davidZ3353AB,https://www.tripadvisor.com.tw/Profile/davidZ3353AB,2.0,1,台灣新竹縣,
睡覺盒子旅店,心得,2015年12月,住宿日期： 2015年12月,LUCY L,https://www.tripadvisor.com.tw/Profile/lucyl19,2.0,2,,
睡覺盒子旅店,地点很棒，房间干净整洁,2015年9月,,TripAdvisor 會員,https://www.tripadvisor.com.tw,4.0,,,
睡覺盒子旅店,還可以的旅館,2015年8月,,jenni w,https://www.tripadvisor.com.tw/Profile/jenniw71,3.0,15,英國愛丁堡,
睡覺盒子旅店,超酷的旅館,2015年8月,,Matthew B,https://www.tripadvisor.com.tw/Profile/507matthewb,4.0,73,波士尼亞與赫塞哥維納薩拉熱窩,
睡覺盒子旅店,放鬆的挑高房,2015年7月,住宿日期： 2015年7月,白森森,https://www.tripadvisor.com.tw/Profile/Compass807016,5.0,1,,
睡覺盒子旅店,我愛這裡,2015年6月,住宿日期： 2015年6月,Andy崇恩,https://www.tripadvisor.com.tw/Profile/Maps806893,5.0,2,,
睡覺盒子旅店,很棒的酒店!,2015年3月,,Tiggy12321,https://www.tripadvisor.com.tw/Profile/Tiggy12321,5.0,9,,
睡覺盒子旅店,睡眠盒子旅館,2015年3月,,keshav003,https://www.tripadvisor.com.tw/Profile/keshav003,5.0,3,香港,
睡覺盒子旅店,去小巨蛋看表演的第一選擇住宿,2014年9月,住宿日期： 2014年9月,20140918,https://www.tripadvisor.com.tw/Profile/20140918,5.0,3,,
睡覺盒子旅店,一家非常棒的hostel,2014年8月,住宿日期： 2014年8月,Patrick鈺欣,https://www.tripadvisor.com.tw/Profile/Inspire805937,5.0,,Taichung,
睡覺盒子旅店,非常不錯的地方,2014年8月,,Jenzy L,https://www.tripadvisor.com.tw/Profile/jenzyl,4.0,13,新加坡新加坡,
睡覺盒子旅店,哇哦:有史以來住過的最好的旅館!,2013年11月,,newstef,https://www.tripadvisor.com.tw/Profile/newstef,5.0,1,,
睡覺盒子旅店,"特別乾淨的除了尋找它有些困難之外,這家旅社住得還是非常棒的。",2013年10月,,Wenz19,https://www.tripadvisor.com.tw/Profile/Wenz19,4.0,1,Makati,
睡覺盒子旅店,在Socket 客棧的愉快住宿,2013年9月,,Castiel_Liang,https://www.tripadvisor.com.tw/Profile/Castiel_Liang,5.0,1,Canton China,
睡覺盒子旅店,"很棒的賓館,賓至如歸",2013年9月,,MarcusO2,https://www.tripadvisor.com.tw/Profile/MarcusO2,5.0,1,芬蘭赫爾辛基,
睡覺盒子旅店,極好的客棧,2013年9月,,TomTraveller07,https://www.tripadvisor.com.tw/Profile/TomTraveller07,5.0,4,德國漢堡,
睡覺盒子旅店,好於預期,2019年1月,住宿日期： 2018年12月評等翻譯 更佳翻譯,Cha G,https://www.tripadvisor.com.tw/Profile/ChaG540,4.0,24,,
睡覺盒子旅店,完美的位置,2018年11月,住宿日期： 2018年9月評等翻譯 更佳翻譯,Kara,https://www.tripadvisor.com.tw/Profile/KaraKay20,5.0,2,菲律賓馬加智,
睡覺盒子旅店,"錢花的真值,完美的位置",2017年7月,住宿日期： 2017年7月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,dgobert,https://www.tripadvisor.com.tw/Profile/my_dgrt,4.0,25,馬來西亞大山腳,
睡覺盒子旅店,"有趣的概念,糟糕的服務 ",2017年6月,住宿日期： 2017年6月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,RebecS,https://www.tripadvisor.com.tw/Profile/RebecS,3.0,7,新加坡新加坡,
睡覺盒子旅店,"位置很好,房間很小但是很好",2017年5月,住宿日期： 2017年5月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,MollyMonchaya,https://www.tripadvisor.com.tw/Profile/MollyMonchaya,4.0,117,,
睡覺盒子旅店,"經濟型酒店,員工不友好",2017年3月,住宿日期： 2017年3月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,GeneAng,https://www.tripadvisor.com.tw/Profile/GeneAng,3.0,41,菲律賓國家首都區,
睡覺盒子旅店,很酷的地方,2016年5月,住宿日期： 2016年5月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Charlotte a,https://www.tripadvisor.com.tw/Profile/284charlottea,5.0,,,
睡覺盒子旅店,住在一個漂亮乾淨的房間有自己的隱私。 工作人員很樂意幫助我在我所需的一切。 就像換了一個房間。 ,2016年5月,住宿日期： 2016年5月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,194seaht,https://www.tripadvisor.com.tw/Profile/194seaht,5.0,1,,
睡覺盒子旅店,臺北最好的酒店,2016年4月,住宿日期： 2016年4月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,franklh2016,https://www.tripadvisor.com.tw/Profile/franklh2016,5.0,1,澳洲柏斯,
睡覺盒子旅店,很好的酒店有很棒的地理位置,2016年3月,住宿日期： 2016年3月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,eddie_eddie_hk,https://www.tripadvisor.com.tw/Profile/eddie_eddie_hk,5.0,1,香港,
睡覺盒子旅店,很棒的地方,2016年3月,住宿日期： 2016年3月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Neev T,https://www.tripadvisor.com.tw/Profile/NeevT,5.0,,,
睡覺盒子旅店,非常棒的旅店有很棒的服務和位置,2016年3月,住宿日期： 2016年3月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,JoseEstrada605,https://www.tripadvisor.com.tw/Profile/JoseEstrada605,5.0,,西班牙馬德里,
睡覺盒子旅店,"乾淨,舒適的住宿",2016年2月,住宿日期： 2016年1月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,rayprodigy,https://www.tripadvisor.com.tw/Profile/rayprodigy,5.0,35,南非約翰尼斯堡,
睡覺盒子旅店,真是一個驚喜！ ,2015年11月,住宿日期： 2015年11月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,DannyKu,https://www.tripadvisor.com.tw/Profile/DannyKu,5.0,,加州橘郡,
睡覺盒子旅店,一個涼爽和舒適的住宿！,2015年9月,住宿日期： 2015年9月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,abroad91,https://www.tripadvisor.com.tw/Profile/abroad91,4.0,16,加拿大渥太華,
睡覺盒子旅店,體面的旅館雖然應該做一些改進,2015年4月,住宿日期： 2015年3月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,audreybeh,https://www.tripadvisor.com.tw/Profile/audreybeh,3.0,72,Singapore,
睡覺盒子旅店,對於短期住宿乾淨漂亮。 丹尼是超級很有幫助,2015年3月,住宿日期： 2014年4月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Haris H,https://www.tripadvisor.com.tw/Profile/haris_hiroli,3.0,31,印度,
睡覺盒子旅店,"酒店很不錯, 非常有幫助的所有者",2014年12月,住宿日期： 2014年12月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,lee325,https://www.tripadvisor.com.tw/Profile/lee325,4.0,40,英國倫敦,
睡覺盒子旅店,插座旅館,2014年11月,住宿日期： 2014年11月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,ShOona89,https://www.tripadvisor.com.tw/Profile/ShOona89,4.0,,馬來西亞Petaling District,
睡覺盒子旅店,沙灘上，而這個地方住宿的地方,2014年8月,住宿日期： 2014年8月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Melar0cks,https://www.tripadvisor.com.tw/Profile/Melar0cks,5.0,,華盛頓州肯特,
睡覺盒子旅店,舊的旅舍公寓,2014年7月,住宿日期： 2014年7月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,vertrude,https://www.tripadvisor.com.tw/Profile/vertrude,4.0,196,喬治亞州亞特蘭大,
麗敦精緻旅店,差，差，差！,2016年12月,,Jose K,https://www.tripadvisor.com.tw/Profile/josek437,1.0,3,,
麗敦精緻旅店,入住感言,2016年10月,"住宿日期： 2016年10月划算度地點服務旅程類型： 好友出遊房間建議： 衛浴有乾濕分離有按摩衛浴,床鋪軟硬適中,房間隔音好蠻安靜查看更多房間建議",csyang c,https://www.tripadvisor.com.tw/Profile/csyangc,5.0,,,
麗敦精緻旅店,早餐好吃、服務親切,2016年8月,住宿日期： 2016年6月舒適度服務睡眠品質房間建議： 提早訂房才不會客滿訂不到房間，或者改用電話訂。查看更多房間建議,Cheryl_Hisokihisoka,https://www.tripadvisor.com.tw/Profile/Cheryl_Hisokihisoka,4.0,6,台灣台中,
麗敦精緻旅店,態度沒問題。但是房間的清潔太差！低於一般標準60分！,2016年6月,住宿日期： 2016年6月舒適度清潔與衛生服務房間建議： 提前check房間，巡一巡有問題就要求改進或換房間查看更多房間建議,Bzh W,https://www.tripadvisor.com.tw/Profile/BzhW1,2.0,21,台灣竹北,
麗敦精緻旅店,非常好的地理位置,2016年6月,,Christine K,https://www.tripadvisor.com.tw/Profile/christinekhor,3.0,4,馬來西亞吉隆坡,
麗敦精緻旅店,乾淨又便宜，雖然我懶得為早餐煩惱,2016年3月,,Dean S,https://www.tripadvisor.com.tw/Profile/DeanS976,4.0,24,"Biddenden, null, United Kingdom",
麗敦精緻旅店,精致小旅馆,2016年2月,,TripAdvisor 會員,https://www.tripadvisor.com.tw,4.0,,,
麗敦精緻旅店,C/P值高的房間及豐富的早餐~,2015年10月,住宿日期： 2014年11月,clooneyl,https://www.tripadvisor.com.tw/Profile/clooneyl,5.0,9,台灣台中,
麗敦精緻旅店,在這個酒店入住了一個來訪的朋友,2015年7月,,Michelle L,https://www.tripadvisor.com.tw/Profile/michellelJ6983ZJ,4.0,13,,
麗敦精緻旅店,旅人的推薦,2015年5月,住宿日期： 2015年4月,美里 徐,https://www.tripadvisor.com.tw/Profile/Trek574584,4.0,1,,
麗敦精緻旅店,看你想去哪，位置不錯,2014年10月,,Ermainator,https://www.tripadvisor.com.tw/Profile/Ermainator,4.0,113,香港,
麗敦精緻旅店,交通方便、服務親切,2014年9月,住宿日期： 2014年9月,Calpismaria,https://www.tripadvisor.com.tw/Profile/Calpismaria,5.0,,台灣台南,
麗敦精緻旅店,只有地點還可以，房間裝潢老式，服務態度差，不會再去第二次,2014年8月,住宿日期： 2014年8月,cdl12345678,https://www.tripadvisor.com.tw/Profile/cdl12345678,3.0,1,,
麗敦精緻旅店,"便利的位置,精品酒店",2014年6月,,EnJay27,https://www.tripadvisor.com.tw/Profile/EnJay27,4.0,198,澳洲諾福克島,
麗敦精緻旅店,這家酒店位置便利，住的很愉快,2014年2月,,ParlicootL,https://www.tripadvisor.com.tw/Profile/ParlicootL,4.0,27,英國Totland,
麗敦精緻旅店,不錯的精品酒店,2014年1月,,libra84,https://www.tripadvisor.com.tw/Profile/libra84,4.0,19,新加坡新加坡,
麗敦精緻旅店,臨近捷運站，價格適中,2013年6月,,TripAdvisor 會員,https://www.tripadvisor.com.tw,4.0,,,
麗敦精緻旅店,在台北價格合理的住宿,2013年5月,,Meini H,https://www.tripadvisor.com.tw/Profile/MeiniH,4.0,5,Zhuhai,
麗敦精緻旅店,台北安靜地帶一個不錯的中等旅館,2013年1月,,Dani W,https://www.tripadvisor.com.tw/Profile/888daniw,4.0,6,德國Stemwede,
麗敦精緻旅店,"服務好,裝修漂亮",2012年6月,,Jackbasic2011,https://www.tripadvisor.com.tw/Profile/Jackbasic2011,4.0,53,荷蘭Bergschenhoek,
麗敦精緻旅店,"可愛的裝修,寬敞的客房!",2011年7月,,Jackbasic2011,https://www.tripadvisor.com.tw/Profile/Jackbasic2011,4.0,53,荷蘭Bergschenhoek,
麗敦精緻旅店,時尚、便利而舒適,2011年2月,,taiwanboy,https://www.tripadvisor.com.tw/Profile/taiwanboy,5.0,5,台灣高雄,
麗敦精緻旅店,"對於你住的地方來說,很值啦!",2010年5月,,Peter Mai,https://www.tripadvisor.com.tw/Profile/petermaivancity,5.0,47,加拿大溫哥華,
麗敦精緻旅店,一個沒什麼花哨的東西！,2016年5月,住宿日期： 2016年5月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Pat G,https://www.tripadvisor.com.tw/Profile/popeyenolive8,3.0,41,馬來西亞八打靈再也,
麗敦精緻旅店,乾淨漂亮,2015年12月,住宿日期： 2015年12月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,1Ming,https://www.tripadvisor.com.tw/Profile/wanming,4.0,80,"Kuala Lumpur, Malaysia",
鴨川旅館,台北の中山周辺にしては安い！,2019年6月,住宿日期： 2019年6月,taiwanlove,https://www.tripadvisor.com.tw/Profile/taiwanlove,5.0,18,,
鴨川旅館,Rigtig fint hotel til prisen,2018年11月,住宿日期： 2018年11月,stella s,https://www.tripadvisor.com.tw/Profile/844stellas,5.0,34,丹麥Uldum,
鴨川旅館,Wi-Fiに難あり,2018年8月,住宿日期： 2018年8月划算度地點服務,dream-miler,https://www.tripadvisor.com.tw/Profile/dream-miler,3.0,75,日本川崎市,
鴨川旅館,フレンドリーでこじんまりとしたホテル,2018年6月,住宿日期： 2018年6月舒適度地點服務,Taka K,https://www.tripadvisor.com.tw/Profile/TakaK100,4.0,2,,
鴨川旅館,ビジネス向けのやや低価格帯ホテル,2018年4月,住宿日期： 2018年4月舒適度服務睡眠品質,utaibito_mitch,https://www.tripadvisor.com.tw/Profile/utaibito_mitch,4.0,175,日本長崎,
鴨川旅館,乾淨的地方+友善的人，價格實惠,2018年2月,住宿日期： 2018年2月評等翻譯 更佳翻譯,bunbb,https://www.tripadvisor.com.tw/Profile/bunbb,4.0,18,馬來西亞柔佛州新山,
鴨川旅館,便利な宿,2018年1月,住宿日期： 2018年1月,Nacao,https://www.tripadvisor.com.tw/Profile/Nacae,4.0,101,,
鴨川旅館,基本的には満足,2018年1月,住宿日期： 2018年1月,dream-miler,https://www.tripadvisor.com.tw/Profile/dream-miler,3.0,75,日本川崎市,
鴨川旅館,來出差,2017年10月,住宿日期： 2017年10月,慧寧 陳,https://www.tripadvisor.com.tw/Profile/_H2665NX,5.0,11,,
鴨川旅館,地點方便,2017年10月,住宿日期： 2017年10月,hero1_0905,https://www.tripadvisor.com.tw/Profile/hero1_0905,5.0,,,
鴨川旅館,就價格而言很棒的酒店,2017年7月,住宿日期： 2017年7月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,rf1032017,https://www.tripadvisor.com.tw/Profile/rf1032017,4.0,12,德克薩斯州奧斯汀,
鴨川旅館,国賓飯店裏、交通至便、窓なし,2017年7月,住宿日期： 2017年6月,rtw_rising_moon,https://www.tripadvisor.com.tw/Profile/rtw_rising_moon,3.0,30,tokyo,
鴨川旅館,中山區首屈一指乾淨旅館,2017年6月,住宿日期： 2017年6月,Shih-Hui C,https://www.tripadvisor.com.tw/Profile/Expedition715890,5.0,,,
鴨川旅館,非常好,2017年6月,住宿日期： 2017年6月,子皓 林,https://www.tripadvisor.com.tw/Profile/Roving715705,5.0,,,
鴨川旅館,住宿的好地方。,2017年4月,住宿日期： 2017年4月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Patarachet S,https://www.tripadvisor.com.tw/Profile/patarachets,5.0,,,
千慧商務旅館,立地が抜群に良いホテル,2019年8月,住宿日期： 2018年11月地點清潔與衛生服務,つんつこ,https://www.tripadvisor.com.tw/Profile/tsuntsuko,3.0,8,日本國分寺市,
千慧商務旅館,最寄り駅にとっても近い！！！,2019年5月,住宿日期： 2019年1月,banbi-chuba,https://www.tripadvisor.com.tw/Profile/banbi-chuba,4.0,13,日本東京,
千慧商務旅館,Hotel tepat di pusat kota namun sangat tua,2019年4月,住宿日期： 2018年12月舒適度地點服務旅程類型： 好友出遊,OneTravel,https://www.tripadvisor.com.tw/Profile/ajay1609,4.0,279,印尼峇里島,
千慧商務旅館,優越的地理位置和價值，但疲憊,2019年4月,住宿日期： 2019年4月旅程類型： 浪漫雙人遊評等翻譯 更佳翻譯,Bestyman,https://www.tripadvisor.com.tw/Profile/bestyman,4.0,580,英國利茲,
千慧商務旅館,住起來很舒服,2019年2月,住宿日期： 2019年2月,m5486896,https://www.tripadvisor.com.tw/Profile/m5486896,4.0,108,台灣新北,
千慧商務旅館,中山駅から近くローケーションは最高！！,2018年11月,住宿日期： 2018年6月,ひっちー,https://www.tripadvisor.com.tw/Profile/HIT_AND_CHEE,3.0,29,日本仙台,
千慧商務旅館,便宜,2018年11月,住宿日期： 2018年10月,hiutungchanflora,https://www.tripadvisor.com.tw/Profile/hiutungchanflora,4.0,11,,
千慧商務旅館,駅近く,2018年9月,住宿日期： 2018年8月,hiyokokokokoko,https://www.tripadvisor.com.tw/Profile/hiyokokokokoko,5.0,23,,
千慧商務旅館,素晴らしいスタッフの皆さんでした。,2018年8月,住宿日期： 2017年12月,rakutabi,https://www.tripadvisor.com.tw/Profile/rakutabi,5.0,427,日本沖繩市,
千慧商務旅館,位置很棒,2018年7月,住宿日期： 2017年11月評等翻譯 更佳翻譯,BrimenSon,https://www.tripadvisor.com.tw/Profile/BrimenSon,4.0,43,菲律賓馬加智,
千慧商務旅館,位置，位置，位置,2018年7月,住宿日期： 2018年6月評等翻譯 更佳翻譯,CharmingHoney,https://www.tripadvisor.com.tw/Profile/CharmingHoney,5.0,65,菲律賓馬尼拉,
千慧商務旅館,兎に角、立地抜群です,2018年2月,住宿日期： 2017年6月,komugi519,https://www.tripadvisor.com.tw/Profile/komugi519,4.0,7,日本加古川市,
千慧商務旅館,Murah dan kamar besar tapi sedikit kotor,2017年12月,住宿日期： 2017年12月,Ton_JKT,https://www.tripadvisor.com.tw/Profile/Ton_JKT,2.0,62,印尼雅加達,
千慧商務旅館,便宜又開朗,2017年12月,住宿日期： 2017年12月評等翻譯 更佳翻譯,MikeYong1A,https://www.tripadvisor.com.tw/Profile/MikeYong1A,4.0,178,新加坡新加坡,
千慧商務旅館,平價住宿,2017年9月,住宿日期： 2017年5月,m5486896,https://www.tripadvisor.com.tw/Profile/m5486896,4.0,108,台灣新北,
千慧商務旅館,場所は最高に良いです,2017年8月,住宿日期： 2017年7月,wataken12,https://www.tripadvisor.com.tw/Profile/wataken12,3.0,81,日本杉並區,
千慧商務旅館,但是實際上是非常棒的看起來很危險,2017年5月,住宿日期： 2017年5月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,tango122008,https://www.tripadvisor.com.tw/Profile/tango122008,5.0,19,馬來西亞吉隆坡,
千慧商務旅館,緊臨中山站，新光三越就在隔壁,2017年5月,住宿日期： 2017年3月,pc30447,https://www.tripadvisor.com.tw/Profile/pc30447,4.0,38,台灣花蓮市,
千慧商務旅館,很棒的住宿,2017年4月,住宿日期： 2017年4月由 Asia Online Language Studio 翻譯評等翻譯 更佳翻譯,Jared N,https://www.tripadvisor.com.tw/Profile/JaredN728,5.0,15,德克薩斯州達拉斯,
千慧商務旅館,Possibilmente da evitare,2017年3月,住宿日期： 2017年3月,Marco D,https://www.tripadvisor.com.tw/Profile/marcodN3750LH,1.0,235,義大利蒙扎,
Folio Hotel 臺北大安,暑假之旅,2019年7月,,BVAN95,https://www.tripadvisor.com.tw/Profile/BVAN95,5.0,4,加州沙加緬度,
Folio Hotel 臺北大安,地點方便，鬧中取靜的好住宿選擇,2019年7月,住宿日期： 2019年7月,ICanMakeIt,https://www.tripadvisor.com.tw/Profile/ICanMakeIt,4.0,18,台灣台北,
Folio Hotel 臺北大安,這是一家很棒的酒店,2019年6月,,Man Cha,https://www.tripadvisor.com.tw/Profile/ManChaTeas,4.0,21,香港,
Folio Hotel 臺北大安,精緻安靜特色旅店,2019年4月,住宿日期： 2018年12月,Jason,https://www.tripadvisor.com.tw/Profile/jaydear66,5.0,2,台灣台北,
Folio Hotel 臺北大安,房間色調及配色很有特色，天井也很有意思,2019年4月,住宿日期： 2019年4月,yen0yen,https://www.tripadvisor.com.tw/Profile/yen0yen,5.0,1,台灣台中,
