username,profile_uri,comment_date,hotel_name,UID
 annkB4971YC243, ,住宿日期： 2016年4月,馥麗精品旅館 (內湖) Elegance Hotel,UID_5A84621B123FF488E86F2EDBE91CED38-SRC_426005152
 SteppingOrange新加坡新加坡702133, ,住宿日期： 2019年7月,東吳大飯店 (大同) Dong Wu Hotel,UID_086156085018E135E70F819DB9718558-SRC_695415536
 AprilandMay1986英國倫敦4710, ,,東吳大飯店 (大同) Dong Wu Hotel,UID_968264D5654E190EEF1A1DC2670728EB-SRC_637814009
 LiuYiChang212, ,住宿日期： 2018年9月,東吳大飯店 (大同) Dong Wu Hotel,UID_531E1488CF0684C6697511D26E33E0F6-SRC_629813225
 Escape810504南韓平澤1212, ,,東吳大飯店 (大同) Dong Wu Hotel,UID_F8C47FD3C28A26754E7DEE66828D0443-SRC_621286956
 HoHo2012香港2, ,住宿日期： 2018年6月,東吳大飯店 (大同) Dong Wu Hotel,UID_A2D1D82B8768577062026A0EBC04A387-SRC_588193168
 peichieh920台灣台北333, ,住宿日期： 2019年6月,圓山大飯店 (中山區) Grand Hotel Taipei,UID_80E99021060C6EC71FBC853CA24AB415-SRC_686448200
 lgmalice0403台灣桃園326, ,住宿日期： 2019年7月,圓山大飯店 (中山區) Grand Hotel Taipei,UID_5C183D68441FBFCFA7F55DA42BFEEF5D-SRC_685756920
 FSTaipei敘利亞大馬士革2528, ,住宿日期： 2019年6月,圓山大飯店 (中山區) Grand Hotel Taipei,UID_1D6A24EE35E7751385476BA574677219-SRC_684458980
 NoCountryForOldMan台灣台北9111, ,住宿日期： 2019年6月,圓山大飯店 (中山區) Grand Hotel Taipei,UID_B6ABA45BD78BFB92CA9C02F46AA07832-SRC_683805253
 852wanderlust香港951, ,住宿日期： 2018年7月,圓山大飯店 (中山區) Grand Hotel Taipei,UID_7064937DE1B9CB961E8467506D000DB2-SRC_682916201
Korina Pak,https://www.tripadvisor.com.tw/Profile/Korinapak,8月6日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
Amy Hung,https://www.tripadvisor.com.tw/Profile/Amyhung51880017,8月4日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,8月1日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,8月1日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
liwingyan0714,https://www.tripadvisor.com.tw/Profile/liwingyan0714,2019年7月,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
 leonlam76香港4, ,住宿日期： 2019年4月,萬事達旅店-中華店 (萬華) Wonstar Hotel - Zhonghua,UID_C240DAE5FA12A271215ED2FD09A17FBD-SRC_679025056
 JeanWang2151, ,住宿日期： 2019年5月,萬事達旅店-中華店 (萬華) Wonstar Hotel - Zhonghua,UID_1134EC8E42487B78C876541BFBA00084-SRC_674308541
 Shappiness菲律賓128, ,,萬事達旅店-中華店 (萬華) Wonstar Hotel - Zhonghua,UID_6382DD4FDC55FEC9466B57891D27366A-SRC_666650705
 Mikiko_HK香港329, ,住宿日期： 2018年12月,萬事達旅店-中華店 (萬華) Wonstar Hotel - Zhonghua,UID_AA218480E5C8FFD3F58D96C48FB8399F-SRC_640107915
 6330momo香港4324, ,住宿日期： 2018年9月,萬事達旅店-中華店 (萬華) Wonstar Hotel - Zhonghua,UID_2150C687158C1500B19AA57CCBC56E6D-SRC_625056528
 Poliwhirl香港222189, ,,天雲旅棧 台北西門 (萬華) Tango Inn Taipei Ximen,UID_150C0BBA78CEB01D33FF27D5EB849CCF-SRC_687877917
 NickeyChen台灣新竹221, ,住宿日期： 2019年5月,天雲旅棧 台北西門 (萬華) Tango Inn Taipei Ximen,UID_E41936D8324573EEB844D3FEA9306620-SRC_675126819
 kornpoon1, ,,天雲旅棧 台北西門 (萬華) Tango Inn Taipei Ximen,UID_3611EED44743553B7B47BAC43AD5BF62-SRC_661603965
 KittyC66814813, ,住宿日期： 2018年12月,天雲旅棧 台北西門 (萬華) Tango Inn Taipei Ximen,UID_9946CF06B1A29B07897A0266CAFEE6C4-SRC_653109261
 chaosysingapore4028, ,,天雲旅棧 台北西門 (萬華) Tango Inn Taipei Ximen,UID_B4AA52E1200086834BAD472C12ACE58C-SRC_649308676
Guy036,https://www.tripadvisor.com.tw/Profile/Guy036,2017年7月,豪爵大飯店 (中山區)The Metro Hotel, 
605irenek,https://www.tripadvisor.com.tw/Profile/605irenek,2016年11月,豪爵大飯店 (中山區)The Metro Hotel, 
簡妙羽,https://www.tripadvisor.com.tw/Profile/passport809730,2016年8月,豪爵大飯店 (中山區)The Metro Hotel, 
BartRusli,https://www.tripadvisor.com.tw/Profile/BartRusli,2016年2月,豪爵大飯店 (中山區)The Metro Hotel, 
小廷 周,https://www.tripadvisor.com.tw/Profile/_P1401UY,2015年9月,豪爵大飯店 (中山區)The Metro Hotel, 
NS_恩斯,https://www.tripadvisor.com.tw/Profile/NS_HSU,2019年7月,台北北投雅樂軒酒店Aloft Taipei Beitou, 
Fanny C,https://www.tripadvisor.com.tw/Profile/threec39,2019年7月,台北北投雅樂軒酒店Aloft Taipei Beitou, 
Sheeplee1987,https://www.tripadvisor.com.tw/Profile/Sheeplee1987,2019年6月,台北北投雅樂軒酒店Aloft Taipei Beitou, 
Vivianne T,https://www.tripadvisor.com.tw/Profile/VivianneT,2019年5月,台北北投雅樂軒酒店Aloft Taipei Beitou, 
Wang M,https://www.tripadvisor.com.tw/Profile/WangM230,2019年5月,台北北投雅樂軒酒店Aloft Taipei Beitou, 
Rebecca L,https://www.tripadvisor.com.tw/Profile/RebeccaL4040,2018年5月,西門棧 (中正區)Ximen Stay, 
LeeYunhan,https://www.tripadvisor.com.tw/Profile/LeeYunhan,2017年4月,西門棧 (中正區)Ximen Stay, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,2016年11月,西門棧 (中正區)Ximen Stay, 
Christy C,https://www.tripadvisor.com.tw/Profile/442christyc,2016年5月,西門棧 (中正區)Ximen Stay, 
elainesD611XO,https://www.tripadvisor.com.tw/Profile/elainesD611XO,2016年3月,西門棧 (中正區)Ximen Stay, 
euniqueezs,https://www.tripadvisor.com.tw/Profile/anncuenca,2019年3月,龍山旅社 (萬華)Longshan Inn, 
Pablo M,https://www.tripadvisor.com.tw/Profile/685pablom,2018年9月,龍山旅社 (萬華)Longshan Inn, 
OnwardTraveller,https://www.tripadvisor.com.tw/Profile/OnwardTraveller,2018年7月,龍山旅社 (萬華)Longshan Inn, 
Lobelto R,https://www.tripadvisor.com.tw/Profile/lobeltor,2018年5月,龍山旅社 (萬華)Longshan Inn, 
Kai K,https://www.tripadvisor.com.tw/Profile/KaiK1230,2017年12月,龍山旅社 (萬華)Longshan Inn, 
 RockQueen810香港1, ,住宿日期： 2019年8月,台北捷絲旅林森館 (中山區) Just Sleep (Lin Sen),UID_7A308F214C63C1D46F262001A143454A-SRC_698784293
 ZeusK6661, ,住宿日期： 2019年8月,台北捷絲旅林森館 (中山區) Just Sleep (Lin Sen),UID_22E82F33605578FB89BD830588B0C2D3-SRC_698780519
 eunice_han71, ,,台北捷絲旅林森館 (中山區) Just Sleep (Lin Sen),UID_009E2F3C9D12CD9A1772A43EDB49DEBE-SRC_696031113
 window144香港203, ,住宿日期： 2019年7月,台北捷絲旅林森館 (中山區) Just Sleep (Lin Sen),UID_EB30193C0A53F787FEC73D678F945A3F-SRC_689391302
 Penny Y24, ,住宿日期： 2019年6月,台北捷絲旅林森館 (中山區) Just Sleep (Lin Sen),UID_698A1F1D7D8B224C3F4B7AF02A8E7FED-SRC_688118744
 Gooolo1, ,住宿日期： 2019年8月,優美飯店 (中山區) YoMi Hotel,UID_77B481DBAD33E97E0A5A12A58D05F7C7-SRC_698553795
 Minco781, ,住宿日期： 2019年8月,優美飯店 (中山區) YoMi Hotel,UID_F816EA8039D463D62D4E6A52075F5796-SRC_698135977
 kayee03161, ,住宿日期： 2019年8月,優美飯店 (中山區) YoMi Hotel,UID_8FE3B4543E71A9360BD85186B0F5EF76-SRC_696866668
 Loveen P5, ,,優美飯店 (中山區) YoMi Hotel,UID_D3948AEE945246587F874E12DBAD32A5-SRC_696660864
 256311, ,住宿日期： 2019年7月,優美飯店 (中山區) YoMi Hotel,UID_8A659800C81D99E5AA22C5245E011F81-SRC_689180327
 ddts1ove台灣澎湖縣1311, ,住宿日期： 2018年7月,凡登台北商務旅店 (大安) Vendome Hotel Taipei,UID_B5B37A0DE5C3A8138B89CBA1C05E2A38-SRC_671491081
 vinoryan香港749, ,住宿日期： 2019年3月,凡登台北商務旅店 (大安) Vendome Hotel Taipei,UID_621A8E651A741575C029B4CE2EBF3FA7-SRC_657006033
 oliavk香港3343, ,,凡登台北商務旅店 (大安) Vendome Hotel Taipei,UID_DE951A80D9A9C28C7EB32845E6D28E1D-SRC_640169805
 Sightsee045730106921, ,住宿日期： 2018年11月,凡登台北商務旅店 (大安) Vendome Hotel Taipei,UID_496FF7C5E73B6BBC984F5A37A7D2758C-SRC_630950211
 Nikiyw_1227台灣台北7920, ,,凡登台北商務旅店 (大安) Vendome Hotel Taipei,UID_DB172C2C39628BAFFDACB22B29412FAB-SRC_626088533
 Satoshik168日本新宿區2829, ,,璽愛旅店 (中正區) Say Love Hotel,UID_9B27030452F123EF4158C62F14318C16-SRC_685979923
 ericlovetravel香港588, ,住宿日期： 2019年2月,璽愛旅店 (中正區) Say Love Hotel,UID_C6440945D5BACE43EDD078DCCE1C216C-SRC_651721294
 Ktong002香港13420, ,住宿日期： 2018年12月,璽愛旅店 (中正區) Say Love Hotel,UID_F35BD1C3B0708F4680E15AF253F9B32D-SRC_639866410
 KikoL104482, ,,璽愛旅店 (中正區) Say Love Hotel,UID_A560FF1DAF4D21764924830711C96331-SRC_630127050
 peijunyang新加坡新加坡156, ,,璽愛旅店 (中正區) Say Love Hotel,UID_5769D0BE366755A103D79A32D3F8E86A-SRC_597089942
 Happiness579791462601, ,住宿日期： 2018年12月,多米101客棧 (大安) Domi 101 House,UID_1B8198D7FE786EE9C6932308A78CC341-SRC_638219955
 Eric121251017, ,,多米101客棧 (大安) Domi 101 House,UID_7507698CE363AA97476DB5B272DBBAF8-SRC_268625086
 Wynne L41, ,,多米101客棧 (大安) Domi 101 House,UID_97A01244067DBAB872EA13F43AC74398-SRC_267046934
88enjoytravel,https://www.tripadvisor.com.tw/Profile/88enjoytravel,8月9日,新驛旅店 - 西門捷運店 (中正區)CityInn Hotel Plus - Ximending Branch, 
368florali,https://www.tripadvisor.com.tw/Profile/368florali,8月7日,新驛旅店 - 西門捷運店 (中正區)CityInn Hotel Plus - Ximending Branch, 
squarekinggink,https://www.tripadvisor.com.tw/Profile/squarekinggink,8月5日,新驛旅店 - 西門捷運店 (中正區)CityInn Hotel Plus - Ximending Branch, 
Agnes Tang,https://www.tripadvisor.com.tw/Profile/Agnestang0605,8月3日,新驛旅店 - 西門捷運店 (中正區)CityInn Hotel Plus - Ximending Branch, 
Meimei Yam,https://www.tripadvisor.com.tw/Profile/Meimeiyam,2019年7月,新驛旅店 - 西門捷運店 (中正區)CityInn Hotel Plus - Ximending Branch, 
 88enjoytravel331, ,住宿日期： 2019年8月,寒舍艾麗酒店 (信義區) Humble House Taipei,UID_0DAE459A2E4F209E8CEC13C42F890269-SRC_697414510
 IanL24311, ,住宿日期： 2019年5月,寒舍艾麗酒店 (信義區) Humble House Taipei,UID_CD6B11F729485EF7DF6A96B64E3A1BE5-SRC_676540087
 Gracelambaby香港284, ,住宿日期： 2019年3月,寒舍艾麗酒店 (信義區) Humble House Taipei,UID_50FFF31D752BF20DD289E63368A03928-SRC_674760936
 CarolChen122736310, ,住宿日期： 2019年2月,寒舍艾麗酒店 (信義區) Humble House Taipei,UID_1938B1AADCBFF8BC5BC705B9818B0FCB-SRC_670670218
 you565馬來西亞28419, ,住宿日期： 2019年3月,寒舍艾麗酒店 (信義區) Humble House Taipei,UID_DAA882E70979B26799C2B0AB5F414E55-SRC_666172298
Joe L,https://www.tripadvisor.com.tw/Profile/959joel,2019年7月,阿樹國際旅店 (松山)Artree Hotel, 
Pulmbubble,https://www.tripadvisor.com.tw/Profile/sar77107,2019年7月,阿樹國際旅店 (松山)Artree Hotel, 
天天快樂,https://www.tripadvisor.com.tw/Profile/Curiosity807084,2019年6月,阿樹國際旅店 (松山)Artree Hotel, 
actually130,https://www.tripadvisor.com.tw/Profile/actually130,2019年6月,阿樹國際旅店 (松山)Artree Hotel, 
IvanLui,https://www.tripadvisor.com.tw/Profile/IvanLui,2019年6月,阿樹國際旅店 (松山)Artree Hotel, 
 vitaman8香港1, ,住宿日期： 2018年8月,Home Hotel 大安 Home Hotel DaAn,UID_F4F6578AED395C8910130D7102397F16-SRC_698515974
 chaochunh台灣台南12761, ,住宿日期： 2019年8月,Home Hotel 大安 Home Hotel DaAn,UID_544AE8E2ED5241507FBE544B24C02710-SRC_695744102
 WaiLee83, ,住宿日期： 2018年9月,Home Hotel 大安 Home Hotel DaAn,UID_64C18318565279EE59D21ADE97FA1808-SRC_689478667
 SunnyinSingaporeSingapore22, ,,Home Hotel 大安 Home Hotel DaAn,UID_6A5C16B3450E3126595EFD35C234DC30-SRC_690155755
 chelseakang新加坡144, ,,Home Hotel 大安 Home Hotel DaAn,UID_1D3C9E20CA37E93045CD33F4BBF79459-SRC_688073592
kjc,https://www.tripadvisor.com.tw/Profile/yhn55566,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei, 
lin,https://www.tripadvisor.com.tw/Profile/lin5460,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei, 
Jason,https://www.tripadvisor.com.tw/Profile/rock09930,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei, 
雅琴 廖,https://www.tripadvisor.com.tw/Profile/ntnuliao,2019年7月,瘋台北青旅 (中正區)Fun Inn Taipei, 
神奇的Black Jack,https://www.tripadvisor.com.tw/Profile/yenlin0702,2019年7月,瘋台北青旅 (中正區)Fun Inn Taipei, 
 Alex3004Shanghai243128, ,,西華飯店 (松山) The Sherwood Taipei,UID_377E0FB056C61D3762359479CB635861-SRC_692023911
 paikangp台灣桃園區8751, ,住宿日期： 2019年7月,西華飯店 (松山) The Sherwood Taipei,UID_26C9D3750294414F2ECDB2DD25879506-SRC_687701828
 davidu2219澳洲Sans Souci8626, ,,西華飯店 (松山) The Sherwood Taipei,UID_A5165ED4A85101768340FB75F3820045-SRC_685980195
 Compass8097611139124, ,住宿日期： 2018年6月,西華飯店 (松山) The Sherwood Taipei,UID_B65AE928F5E7BBABAD040157C9831E70-SRC_676974985
 lgmalice0403台灣桃園326, ,住宿日期： 2019年4月,西華飯店 (松山) The Sherwood Taipei,UID_5C183D68441FBFCFA7F55DA42BFEEF5D-SRC_672105728
 胡素惠11, ,住宿日期： 2019年7月,君品酒店 (大同) Palais de Chine Hotel,UID_DBE70D06DD2AEECF3DB3268974DB9D97-SRC_694045656
 krystalching台灣高雄8, ,住宿日期： 2018年9月,君品酒店 (大同) Palais de Chine Hotel,UID_44E1C3573DD9FC1C728AF917B61C6899-SRC_693588906
 chengyellowb1, ,住宿日期： 2019年7月,君品酒店 (大同) Palais de Chine Hotel,UID_BB4894EBF0316F29A74844A4512A6BD8-SRC_691020687
 Manlamweng澳門1, ,住宿日期： 2019年7月,君品酒店 (大同) Palais de Chine Hotel,UID_F9B5014E19F91210319FD2A1FAAA790E-SRC_689949565
 Elainesyu台灣台北5729, ,住宿日期： 2019年6月,君品酒店 (大同) Palais de Chine Hotel,UID_629DFD6CA50066E13B2505755BDCDE42-SRC_688587302
 like_travel2009香港11328, ,住宿日期： 2019年7月,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_55E8CA075933F1D6F8CF417C921975A1-SRC_697408433
 Ching Yee C寮國Phon Hong482, ,住宿日期： 2019年8月,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_F46998109C0D137B10D77FF60F057327-SRC_697405541
 Mobile1449011, ,住宿日期： 2019年7月,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_5025F67242E0D0A9B75B969A330B162C-SRC_694292256
 TOTOTO231, ,,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_D7E1E34F9CC567DC564B4FE24B2D8F89-SRC_691806319
 zaiyaoz1, ,,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_2CFC5ED9BDF4E80FF617DC7F408954FE-SRC_685118659
 helenleung221, ,住宿日期： 2019年8月,敘美行旅 (中正區) Beauty Hotels Taipei - Hotel B7 Journey,UID_F32EC81371F93DD62CFAEBA1C01E1FEA-SRC_698628331
 Sucmmm2, ,住宿日期： 2019年8月,敘美行旅 (中正區) Beauty Hotels Taipei - Hotel B7 Journey,UID_FC49B52A090AD968E7140BA8C6615E41-SRC_696818489
 mk_angela1, ,住宿日期： 2019年8月,敘美行旅 (中正區) Beauty Hotels Taipei - Hotel B7 Journey,UID_C5A8AEEA146588B65CD4DD3D210AD4D6-SRC_695833871
 WillyTaiwan1, ,住宿日期： 2019年8月,敘美行旅 (中正區) Beauty Hotels Taipei - Hotel B7 Journey,UID_44EC5179612FA4903C6D18EE315FA6F0-SRC_695326047
 timocc加州舊金山14882, ,,敘美行旅 (中正區) Beauty Hotels Taipei - Hotel B7 Journey,UID_0488516D42D7908064E741370942C536-SRC_693845435
 bbkarta08081, ,住宿日期： 2019年7月,璞邸城市膠囊旅店 (中正區) Bouti Capsule Inn,UID_4D1965965AAAB1AD6B47D6DCC3FC0407-SRC_687961095
 99winniek1, ,住宿日期： 2019年7月,璞邸城市膠囊旅店 (中正區) Bouti Capsule Inn,UID_E99E7ECE5B7BAA654342630EEFE16EC0-SRC_687954603
 japheth85Singapore2623, ,,璞邸城市膠囊旅店 (中正區) Bouti Capsule Inn,UID_ABA1586EBB4D5FAE70C075B4EF243627-SRC_686417967
 macross7香港6057, ,住宿日期： 2019年6月,璞邸城市膠囊旅店 (中正區) Bouti Capsule Inn,UID_AF40ABFEFD3DC15DF039BE61FD6863C7-SRC_682036812
 sarahcheung523Hong Kong64958, ,住宿日期： 2019年3月,璞邸城市膠囊旅店 (中正區) Bouti Capsule Inn,UID_E7442F6B4DDF04B0CF4ABBCBF902BA79-SRC_663045892
 Venture5991001, ,住宿日期： 2019年7月,天閣酒店 - 台北信義 (信義區) THE Tango Taipei XinYi,UID_59258E7CD8E5EA549B524DFC8212F65D-SRC_689684267
 violety7077, ,住宿日期： 2019年7月,天閣酒店 - 台北信義 (信義區) THE Tango Taipei XinYi,UID_804720B9ECA02A46114F8B8E308468E5-SRC_689100649
 Marthijn71荷蘭Doetinchem6518, ,,天閣酒店 - 台北信義 (信義區) THE Tango Taipei XinYi,UID_18DCB8CC46E1115F9C5A2F044FB877D6-SRC_664999546
 Isaac_Lee_HK香港41552, ,住宿日期： 2018年12月,天閣酒店 - 台北信義 (信義區) THE Tango Taipei XinYi,UID_77FE57216A91CFA06B8D192AA2A8F12C-SRC_661835776
 ttzz8811, ,,天閣酒店 - 台北信義 (信義區) THE Tango Taipei XinYi,UID_2F94AF1EA73C6779EA47BC394FE7E4E3-SRC_655738246
 Yoyo0308171, ,住宿日期： 2019年8月,太平洋商旅 (信義區) Pacific Business Hotel,UID_380C357BDB5A445A141953F947BC9B90-SRC_698758774
 Wanderer676052576442, ,住宿日期： 2019年8月,太平洋商旅 (信義區) Pacific Business Hotel,UID_6DB680E5C9B14B3CEAD26C1D676AB389-SRC_698038941
 BeckyW2262台灣台北6, ,住宿日期： 2019年8月,太平洋商旅 (信義區) Pacific Business Hotel,UID_C204B515C90566D73C8016F8A180E930-SRC_698036031
 Teylongsabulu1, ,住宿日期： 2019年7月,太平洋商旅 (信義區) Pacific Business Hotel,UID_711E395E71DFDE5217294A22666BF0E3-SRC_694544975
 JonathanTong1221台灣信義區3, ,住宿日期： 2019年7月,太平洋商旅 (信義區) Pacific Business Hotel,UID_08A25F8837BAD48AC6B7DACCBA49352E-SRC_694540987
米格爾,https://www.tripadvisor.com.tw/Profile/miguelwong852,2019年4月,"貝殼窩青年旅舍 - 台北 (中正區)Backpackers Inn, Taipei", 
ckamfung,https://www.tripadvisor.com.tw/Profile/ckamfung,2018年9月,"貝殼窩青年旅舍 - 台北 (中正區)Backpackers Inn, Taipei", 
Garry Chong,https://www.tripadvisor.com.tw/Profile/garrychong,2019年3月,"貝殼窩青年旅舍 - 台北 (中正區)Backpackers Inn, Taipei", 
David,https://www.tripadvisor.com.tw/Profile/Sudburion,2019年2月,"貝殼窩青年旅舍 - 台北 (中正區)Backpackers Inn, Taipei", 
NuJune K,https://www.tripadvisor.com.tw/Profile/NuJuneK1,2019年1月,"貝殼窩青年旅舍 - 台北 (中正區)Backpackers Inn, Taipei", 
Erica W,https://www.tripadvisor.com.tw/Profile/EricaW1239,2019年7月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel, 
Viset,https://www.tripadvisor.com.tw/Profile/Viset,2019年7月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel, 
我是旅行全世界房間服務觀察員評比測試員，馬來西亞華人,https://www.tripadvisor.com.tw/Profile/you565,2019年4月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel, 
Butchercarlos,https://www.tripadvisor.com.tw/Profile/Butchercarlos,2019年4月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel, 
92bbbb,https://www.tripadvisor.com.tw/Profile/92bbbb,2019年3月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel, 
 IvanLui香港15024, ,住宿日期： 2018年12月,台北商旅慶城館 (松山) Les Suites Taipei Ching-cheng,UID_A2734CCB7A73EE0446FC1773A3060F42-SRC_678691262
 jet058963, ,,台北商旅慶城館 (松山) Les Suites Taipei Ching-cheng,UID_5B6219C6DC8B904A56FCF76EFC438707-SRC_683942621
 Joseph86香港5630, ,,台北商旅慶城館 (松山) Les Suites Taipei Ching-cheng,UID_B78F257E04A3F71710AC06A04847E6AD-SRC_670140594
 Expedition80854291053, ,住宿日期： 2018年12月,台北商旅慶城館 (松山) Les Suites Taipei Ching-cheng,UID_809F5F74FAEA82C7F4B626EDF70B2770-SRC_657957086
 Smittenwithsights澳洲雪梨1815, ,,台北商旅慶城館 (松山) Les Suites Taipei Ching-cheng,UID_41AFB4992F2A94E50E755F11343B7DFB-SRC_648933382
touchdownjj,https://www.tripadvisor.com.tw/Profile/touchdownjj,2019年6月,寒舍艾美酒店 (信義區)Le Meridien Taipei, 
musclear,https://www.tripadvisor.com.tw/Profile/musclear,2019年6月,寒舍艾美酒店 (信義區)Le Meridien Taipei, 
cdnabroad,https://www.tripadvisor.com.tw/Profile/cdnabroad,2019年5月,寒舍艾美酒店 (信義區)Le Meridien Taipei, 
Zong nan K,https://www.tripadvisor.com.tw/Profile/Navigator791288,2019年5月,寒舍艾美酒店 (信義區)Le Meridien Taipei, 
BPTaipei,https://www.tripadvisor.com.tw/Profile/BPTaipei,2019年4月,寒舍艾美酒店 (信義區)Le Meridien Taipei, 
LiisaTravelFI,https://www.tripadvisor.com.tw/Profile/Ambassador814822,2019年6月,麗都飯店 (大安)Rido Hotel Taipei, 
bkoustubh,https://www.tripadvisor.com.tw/Profile/bkoustubh,2019年1月,麗都飯店 (大安)Rido Hotel Taipei, 
te-chang,https://www.tripadvisor.com.tw/Profile/te-chang,2018年9月,麗都飯店 (大安)Rido Hotel Taipei, 
Paradise698179,https://www.tripadvisor.com.tw/Profile/Paradise698179,2018年9月,麗都飯店 (大安)Rido Hotel Taipei, 
Becky,https://www.tripadvisor.com.tw/Profile/chhi1126,2018年6月,麗都飯店 (大安)Rido Hotel Taipei, 
Khia K,https://www.tripadvisor.com.tw/Profile/khiak,2018年8月,建山大旅社 (大同)Jian Shan Hotel, 
Milena C,https://www.tripadvisor.com.tw/Profile/MilenaC401,2018年6月,建山大旅社 (大同)Jian Shan Hotel, 
Cottontail,https://www.tripadvisor.com.tw/Profile/cottontailrabbit,2018年2月,建山大旅社 (大同)Jian Shan Hotel, 
Chiafong,https://www.tripadvisor.com.tw/Profile/Chiafong,2017年10月,建山大旅社 (大同)Jian Shan Hotel, 
楓嵐,https://www.tripadvisor.com.tw/Profile/DayTrip810688,2017年7月,建山大旅社 (大同)Jian Shan Hotel, 
Kimberly,https://www.tripadvisor.com.tw/Profile/kinni3chia,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Lee,https://www.tripadvisor.com.tw/Profile/1919letsgo,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Jack,https://www.tripadvisor.com.tw/Profile/jackwM6836SD,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Dirtybomb,https://www.tripadvisor.com.tw/Profile/Dirtybomb,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
Ricky,https://www.tripadvisor.com.tw/Profile/O511LV_,2019年7月,和逸飯店‧台北民生館 (中山區)HOTEL COZZI Minsheng Taipei, 
 CaCaChiu香港202, ,住宿日期： 2019年8月,台北中山雅樂軒酒店 (中山區) Aloft Taipei Zhongshan,UID_0E3CD6945D5622E26EB72FD3CA914BD6-SRC_697091794
 rebecca0703英國倫敦2, ,住宿日期： 2019年8月,台北中山雅樂軒酒店 (中山區) Aloft Taipei Zhongshan,UID_5569CAC8922F9B1E562921E47E29D5C3-SRC_696771400
 dolcevitabellaSydney43, ,,台北中山雅樂軒酒店 (中山區) Aloft Taipei Zhongshan,UID_33F4C6499CA8960BFEB931687586F039-SRC_696035375
 michaelhabib阿拉伯聯合大公國杜拜15822, ,,台北中山雅樂軒酒店 (中山區) Aloft Taipei Zhongshan,UID_4DCA15FA19C7EC30F1859DFCA71466FA-SRC_689767481
 415mandyt391, ,住宿日期： 2019年6月,台北中山雅樂軒酒店 (中山區) Aloft Taipei Zhongshan,UID_C1F568F95111902A4655BAE5E6048A68-SRC_686429691
 ShinChong台灣台北5339, ,住宿日期： 2019年8月,台北國泰萬怡酒店 (中山區) Courtyard by Marriott Taipei Downtown,UID_49679B4596CB39D0F0F3B0E90B617202-SRC_697977718
 kevin930043台灣台北3, ,住宿日期： 2019年8月,台北國泰萬怡酒店 (中山區) Courtyard by Marriott Taipei Downtown,UID_5EB8A96246BEFAFA15309DCCEEBEA8E3-SRC_696545828
 ijames97台灣台北12538, ,住宿日期： 2019年7月,台北國泰萬怡酒店 (中山區) Courtyard by Marriott Taipei Downtown,UID_5C454B3E3154A8FB93AE436F2EFCAC00-SRC_694297752
 L11i台灣高雄1287, ,住宿日期： 2019年7月,台北國泰萬怡酒店 (中山區) Courtyard by Marriott Taipei Downtown,UID_12047AEFAC625FDA95DB13C3FC686039-SRC_689661846
 ChengHanLinTaipei11859, ,住宿日期： 2019年7月,台北國泰萬怡酒店 (中山區) Courtyard by Marriott Taipei Downtown,UID_8852947593AB2382F76B8EC7A058305B-SRC_689449006
 Saikiran9阿拉伯聯合大公國杜拜28186, ,,金來商旅 (中正區) Royal Biz Taipei,UID_D150246F94957E6F0473203C89317A37-SRC_684040450
 bwh1000亞利桑那州斯科特斯戴爾3410, ,,金來商旅 (中正區) Royal Biz Taipei,UID_6C604E6A1FD950D0763E881D45A57249-SRC_662815036
 stomach151, ,,金來商旅 (中正區) Royal Biz Taipei,UID_DC604C4AD8034A7823CD27EE70432471-SRC_642805803
