hotel_url,restaurants_nearby,spot_nearby
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d455560-Reviews-Hotel_B_Taipei-Songshan_Taipei.html,"VOLKS沃克牛排, 王記府城肉粽, Kamekona Hawaii 鐵板燒, Big Boyz Pizza","Breeze Nanjing, 國賓影城 Breeze Center, 微風廣場, 惜台灣單車旅行"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d582177-Reviews-Rido_Hotel_Taipei-Da_an_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d4439685-Reviews-Royal_Inn_Taipei_Linsen-Zhongshan_District_Taipei.html,"布娜飛小酒館 台北中山店, 梅子鰻蒲燒屋日本料理, 梅子餐廰, 原燒 (台北林森北店)","李制餅家, 新光三越 (台北南西店), 頂好超市 - 林森北路, 林森公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d7268882-Reviews-Ximen_WOW_Hostel-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 富宏牛肉麵, T.G.I.Fridays(西門店), 天天利美食坊","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d3935003-Reviews-Beitou_Hot_Spring_Resort_Tian_Yue_Quan-Beitou_Taipei.html,"陶板屋 - 新北投光明店, 奇岩一號川湘料理, 喜歡西餐廳 大地酒店, 滿來溫泉拉麵","北投溫泉, 北投溫泉博物館, 行義路溫泉街, R22A 新北投站"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d598920-Reviews-Rich_Garden_Hotel-Wanhua_Taipei.html,"hot 7 - 台北家樂福桂林店, 八拾捌茶輪番所, 皇家帝國鴛鴦火鍋, The Aroma Coffee Shop","家樂福(桂林店), 剝皮寮老街, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d5042984-Reviews-HOTEL_COZZI_Zhongxiao_Taipei-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d7360936-Reviews-Sonnien_Hotel-Da_an_Taipei.html,"無老鍋 新生店, Second Floor Cafe 貳樓餐廳仁愛店, 頂上魚翅燕窩專賣店, Chus Restaurant","天主教台北聖家堂, 水天堂, 大安森林公園站, 金石堂書店信義店"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d2153372-Reviews-NK_Hostel-Songshan_Taipei.html,"櫻の田野養生野菜鍋, 原燒 - 台北京華城店, 福州世祖胡椒餅, 佳德糕餅","松山慈佑宮, 饒河街觀光夜市, 佳徳糕餅, BabyBoss"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d6000566-Reviews-Formosa101_Hostel-Xinyi_District_Taipei.html,"塔吉摩洛哥料理, 今日壽司店, Pond Burger Cafe, Beer and Cheese Social House","台北國際書展, 四四南村眷村文物館, 臺北世界貿易中心一館, 四四南村"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3862269-Reviews-Orange_Hotel_Ximen_Taipei-Wanhua_Taipei.html,"黑熊先生巧克力布朗尼 西門店, Machi Doggie Fashion & Coffee, 八拾捌茶輪番所, 大車輪洋食.和食","天后宮, 西門站地下商城, 西本願寺, 台北中山堂"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d7784672-Reviews-We_Come_Hostel-Datong_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d614895-Reviews-Dong_Wu_Hotel-Datong_Taipei.html,"夏樹甜品, 佳興魚丸, 同安樂, 孔雀歐亞料理餐酒館","迪化207博物館, 阿嬤家- 和平與女性人權館, 慈聖宮, 學藝埕"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d6681999-Reviews-Horizon_Inn-Zhongshan_District_Taipei.html,"瞞著爹日本料理(八德店), 林東芳牛肉麵, VOLKS沃克牛排, 菜豚屋","大潤發, 微風廣場, 國賓影城 Breeze Center, 黨史館"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d4176084-Reviews-Simple_Hotel-Songshan_Taipei.html,"慶城海南雞飯, 瞞著爹日本料理(八德店), 絲路宴餐廳, VOLKS沃克牛排","微風廣場, Breeze Nanjing, 吉軒茶語, 大千電影院"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d1905676-Reviews-Radium_Kagaya_International_Hotel-Beitou_Taipei.html,"陶板屋 - 新北投光明店, 奇岩一號川湘料理, 喜歡西餐廳 大地酒店, 滿來溫泉拉麵","北投溫泉博物館, 行義路溫泉街, R22A 新北投站, 北投公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d306453-Reviews-Les_Suites_Taipei_Da_An-Da_an_Taipei.html,"M One Café, 橘色涮涮屋, EPL Steakhouse & Lounge, 胡同燒肉夜食","太平洋崇光百貨公司（敦化館）, 悅禾莊園SPA - 仁愛會館, 知足健康, 金樂足體養生會館（忠孝會館）"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12694494-Reviews-Click_Hotel_Taipei_Main_Station_Branch-Zhongzheng_District_Taipei.html,"福州世祖胡椒餅(重慶店), 劉山東牛肉麵, 良品牛肉麵, CoCo都可(國光台北店)","桃園機場捷運線, 台北車站 (桃園捷運), 懐寧街, 臺北郵局"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d2190585-Reviews-Golden_Hot_Spring_Hotel-Beitou_Taipei.html,"陶板屋 - 新北投光明店, 奇岩一號川湘料理, 喜歡西餐廳 大地酒店, 滿來溫泉拉麵","北投圖書館, 北投地熱谷公園, 北投溫泉, 北投溫泉博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8559168-Reviews-Poshpacker_Hotel-Zhongzheng_District_Taipei.html,"老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店), 劉山東牛肉麵, 威爾貝克手烘咖啡","國立台灣博物館土銀展示館, 國立台灣博物館, 懐寧街, 臺北郵局"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12404865-Reviews-Finders_Hotel-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1144583-Reviews-CityInn_Hotel_Taipei_Station_Branch_I-Zhongzheng_District_Taipei.html,"頤宮中餐廳 Le Palais, 欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王","TourMeAway - Free Walking Tour In Taipei, 京站時尚廣場, 微風台北車站, 國立台灣博物館土銀展示館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d455561-Reviews-Cosmos_Hotel_Taipei-Zhongzheng_District_Taipei.html,"布娜飛小酒館 台北中山店, 頤宮中餐廳 Le Palais, 欣葉日本料理 館前店, 辰園 - 台北喜來登大飯店","TourMeAway - Free Walking Tour In Taipei, 京站時尚廣場, 微風台北車站, 國立台灣博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d583571-Reviews-City_Suites_Taipei_Nanxi-Datong_Taipei.html,"古早味豆花, 豆花荘, 脆皮鮮奶甜甜圈(台北店), 圓環三元號","迪化街, 寧夏路夜市, 霞海城隍廟, 永樂市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12694494-Reviews-Click_Hotel_Taipei_Main_Station_Branch-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d10684961-Reviews-Folio_Hotel_Daan_Taipei-Da_an_Taipei.html,"鼎旺麻辣鍋, 榮榮園, 窩著咖啡 perch cafe, Meet up cafe","天主教台北聖家堂, K Underground Mall, KidsAwesome奧森兒童博物館, 大安站"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8559168-Reviews-Poshpacker_Hotel-Zhongzheng_District_Taipei.html,"老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店), 劉山東牛肉麵, 威爾貝克手烘咖啡","國立台灣博物館土銀展示館, 國立台灣博物館, 懐寧街, 臺北郵局"
https://www.tripadvisor.com.tw/Hotel_Review-g293913-d1173001-Reviews-Royal_Seasons_Hotel_Taipei_Nanjing_West-Taipei.html,"天喜迷你火鍋, 森高砂咖啡, 金春發牛肉 - 天水路總店, 金春發牛肉麵","霞海城隍廟, 永樂市場, 東門, 大稻埕戲苑"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d455560-Reviews-Hotel_B_Taipei-Songshan_Taipei.html,"瞞著爹日本料理(八德店), 林東芳牛肉麵, VOLKS沃克牛排, 菜豚屋","大潤發, 微風廣場, 國賓影城 Breeze Center, 文華精品"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d4023325-Reviews-Just_Sleep_NTU-Da_an_Taipei.html,"義饗食堂, 赤神日式猪排, 順園小館, Lacuz泰式餐廳 公館店","台大體育館, 公館商圈, 懷恩堂, 台北國際藝術村－寶藏巖"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d2062074-Reviews-Sato_Castle_Motel-Zhongshan_District_Taipei.html,"馬友友印度廚房（大直店）, 教父牛排 Danny's Steakhouse, Danny & Co Bistro (D&C Bistro), 態芮","美麗華百樂園, EnterSpace 密室逃脫/咖啡實驗室, 旋轉木馬, 大直美麗新廣場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d2458070-Reviews-Saual_Keh_Hotel-Zhongzheng_District_Taipei.html,"生活在他方, 老王紅燒牛肉麵, 陸軍聯誼廳, 上官木桶鍋 - 中正店","中正紀念堂, 台北自由廣場, 台灣國家戲劇院, 二二八國家記念館"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d477942-Reviews-San_Want-Da_an_Taipei.html,"墨賞新鐵板料理, 伯品廊西餐廳 神旺大飯店, 神旺大飯店-潮品集, 京星港式飲茶 PART.2","太平洋崇光百貨公司（敦化館）, 明耀百货, 微風忠孝, HolaTaipei Tours"
https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d15855159-Reviews-THE_Tango_Taipei_Jian_Tan-Shilin_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806753-d15768537-Reviews-The_Place_Taipei-Nangang_Taipei.html,"非常泰-南港中信店, 樂子-南港店, 1010湘-南港中信店, 寒舍樂廚","中國信託金融園區, 防空動, 基隆河右岸腳踏車道, 內溝山"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1634269-Reviews-Tien_Chin_Hotel-Zhongshan_District_Taipei.html,"台北肥前屋餐廳, 青葉台灣料理中山店, 青葉, 典藏藝術餐廳","天仁茗茶, 新光三越 (台北南西店), 林森公園, 中山教會"
https://www.tripadvisor.com.tw/Hotel_Review-g13806753-d1837652-Reviews-Gallery_Hotel-Nangang_Taipei.html,"瓦城泰國料理-南港車站店, 爭鮮股份有限公司, 22:02 火鍋。樂活(南港店), 金色三麥 - 南港Citylink店",柯老二糕餅
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7317820-Reviews-Beauty_Hotels_Taipei_Hotel_Bstay-Zhongshan_District_Taipei.html,"A Cut Steakhouse, 明園西餐廳 - 台北國賓大飯店, 國賓飯店粵菜廳, Cama Cafe（民生馬偕店）","臺北戲棚, 雙連市場, 大稻埕碼頭, 中山地下街"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d6949139-Reviews-Inn_Cube_Ximen-Wanhua_Taipei.html,"T.G.I.Fridays(西門店), 程味珍台南意麵, 馬辣頂級麻辣鴛鴦火鍋 - 漢口店, 北回木瓜牛奶","西門町, 西本願寺廣場, 萬年商業大樓, 獅子林商業大樓"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d729767-Reviews-Tango_Hotel_Taipei_Lin_Sen-Zhongshan_District_Taipei.html,"布娜飛小酒館 台北中山店, 梅子鰻蒲燒屋日本料理, 明宮粵菜廳 台北老爺大酒店, 梅子餐廰","李制餅家, 新光三越 (台北南西店), 老爺烘培坊-老爺大酒店, 頂好超市 - 林森北路"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d11910939-Reviews-Backpackers_Hostel_Taipei_Changchun-Zhongshan_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d1114505-Reviews-Fortune_Hiya_Hotel-Datong_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d10268725-Reviews-The_Door_Inn-Datong_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1150941-Reviews-Unite_Hotel-Zhongshan_District_Taipei.html,"W XYZ Bar, 地中海牛排館-歐華酒店, 藝奇 - 台北中山北店, 這一鍋皇室祕藏鍋物 中山北殿","雙城街夜市, 晴光市場, 勝立生活百貨, 台北景福宮"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1425877-Reviews-Taipei_Roumei_Boutique_Hotel-Zhongshan_District_Taipei.html,"三花日式料理, 洪師父 - 建北店, 四平街番茄牛肉麵, Sharetea品牌旗艦店","袖珍博物館, 台北四面佛, 伊通公園, 足道養生會舘"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d545804-Reviews-East_Dragon_Hotel-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 老牌牛肉拉麺大王, 富宏牛肉麵, T.G.I.Fridays(西門店)","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d11920296-Reviews-Wallsun_Hotel_Taipei-Zhongzheng_District_Taipei.html,"光合箱子 - 华山店, B Line by A Train, Trio cafe, Piccola Botega","華山1914文化創意產業園區, 樹火紀念紙博物館, 三創生活園區, 紀州庵文學森林"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1150024-Reviews-Astar_Hotel-Zhongshan_District_Taipei.html,"梅子餐廰, 梅子鰻蒲燒屋日本料理, 龍都酒樓, 八條老宅麻辣鍋","天仁茗茶, 林森公園, 中山教會, 康樂公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1958180-Reviews-Sky19_Hotel-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g293913-d613895-Reviews-Marina_Bay_Resort-Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d12439218-Reviews-Caesar_Metro_Taipei-Wanhua_Taipei.html,"福州元祖胡椒餅, 百宴自助餐 -凱達大飯店・台北, 霸味薑母鴨, Amo阿默典藏蛋糕","龍山寺, 剝皮寮老街, 廣州街觀光夜市, 新富町文化市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12404865-Reviews-Finders_Hotel-Zhongzheng_District_Taipei.html,"陶板屋 - 台北重慶南店, 明星咖啡西餐, 極品軒, 丞祖胡椒餅(重慶店)","二二八紀念館, 國立台灣博物館土銀展示館, 總統府, 國立台灣博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d4463155-Reviews-Via_Hotel_Loft-Zhongshan_District_Taipei.html,"明宮粵菜廳 台北老爺大酒店, 夢樂小廚, 夏慕尼 - 台北中山北店, 無老鍋 中山店","臺北戲棚, 雙連市場, 老爺烘培坊-老爺大酒店, 頂好超市 - 林森北路"
https://www.tripadvisor.com.tw/Hotel_Review-g13806879-d10541923-Reviews-UiNN_Business_Hotel-Shilin_Taipei.html,"辛發亭, 鬍鬚張, 豪大大雞排 士林總店, 寬巷子鍋品美食","臺北市兒童新樂園, 士林觀光夜市, 國立台灣科學教育館, 士林慈誠宮"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d1993302-Reviews-Hotel_DOUBLE_ONE-Beitou_Taipei.html,"少帥禪園, The Restaurant - 三二行館, 歐陸餐廳 - 北投丽禧温泉酒店, 滿客屋拉麵","北投地熱谷公園, 北投文物館, 梅庭, 北投千禧湯露天溫泉"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2527833-Reviews-Inhouse_Hotel_Heritage-Wanhua_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d1950018-Reviews-CityInn_Hotel_Taipei_Station_Branch_III-Datong_Taipei.html,"提拉米蘇精緻蛋糕, 福珍排骨酥, Turando 杜蘭朵, 小樽手作珈琲 - 京站店","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北車站 (桃園捷運)"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d5602542-Reviews-CHECK_inn_Taipei-Zhongshan_District_Taipei.html,"泰富豪 松江店, 兔卡蕾餐酒館, 小六食堂, 唐宮蒙古烤肉","行天宮, 松江市場, 占卜街, 勝立生活百貨 吉林店"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d306449-Reviews-Sunworld_Dynasty_Hotel_Taipei-Songshan_Taipei.html,"The Jade Lounge at Mandarin Oriental Taipei, Bencotto at Mandarin Oriental, Taipei, 文華Cafe, 西班牙小酒館 Hestia Tapas Bar","Breeze Nanjing, 吉軒茶語, 文華精品, Urban One"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d14187606-Reviews-Hua_Shan_Din_by_Cosmos_Creation-Zhongzheng_District_Taipei.html,"馬友友印度廚房-素食餐廳, 巧之味手工水餃, 雨林自助百匯餐廳 - 台北美麗信花園店, 馬友友印度廚房 - 松江路","華山1914文化創意產業園區, 三創生活園區, 振頤軒 - 忠孝新生門市, 光華商場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7738019-Reviews-Amba_Taipei_Zhongshan-Zhongshan_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d478062-Reviews-Hotel_Sunroute_Taipei-Zhongshan_District_Taipei.html,"W XYZ Bar, 藝奇 - 台北中山北店, 這一鍋皇室祕藏鍋物 中山北殿, 欣葉台菜-創始店","臺北戲棚, 雙城街夜市, 晴光市場, 勝立生活百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d4134607-Reviews-Bee_House_Taipei_Station_Branch-Datong_Taipei.html,"脆皮鮮奶甜甜圈(台北店), 三多屋爸爸嘴, 福元胡椒餅, 大稻埕魯肉飯","桃園機場捷運線, 京站時尚廣場, 台北當代藝術館, 台北車站 (桃園捷運)"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1218729-Reviews-Hotel_Sense-Zhongshan_District_Taipei.html,"W XYZ Bar, 夢樂小廚, 驢子餐廳, 藝奇 - 台北中山北店","臺北戲棚, 雙城街夜市, 晴光市場, 全佳樂釣蝦場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d301805-Reviews-Sheraton_Grand_Taipei_Hotel-Zhongzheng_District_Taipei.html,"辰園 - 台北喜來登大飯店, 安東廳 - 台北喜來登大飯店, 比薩屋 - 台北喜來登大飯店, Sukhothai - 台北喜來登大飯店","希望廣場 農民市集, 中山教會, 監察院, 華山市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d8700927-Reviews-Inhouse_Boutique-Wanhua_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d614895-Reviews-Dong_Wu_Hotel-Datong_Taipei.html,"夏樹甜品, 佳興魚丸, 同安樂, 孔雀歐亞料理餐酒館","迪化207博物館, 阿嬤家- 和平與女性人權館, 慈聖宮, 學藝埕"
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d16671836-Reviews-City_Suites_Main_Station-Datong_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2543758-Reviews-ECFA_Hotel_Wan_Nian-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 八海精緻鍋物料理, 烤香 OVEN COFFEE, 老山東牛肉麵","西門町, 天后宮, 西門站地下商城, 獅子林商業大樓"
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1536815-Reviews-Fu_Hau_Hotel-Da_an_Taipei.html,"Le Blanc, Danny & Company, Kiki 台北東豐店, 這一鍋皇室秘藏鍋物(信義殿)","有魚陶藝, 有肉 Succulent & Gift, 三叶, KidsAwesome奧森兒童博物館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d4760293-Reviews-SleepBox_Hostel_Taipei-Zhongzheng_District_Taipei.html,"欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店)","TourMeAway - Free Walking Tour In Taipei, 二二八和平紀念公園, 二二八紀念館, 國立台灣博物館土銀展示館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d6931599-Reviews-I_m_Inn_Taipei-Zhongshan_District_Taipei.html,"明宮粵菜廳 台北老爺大酒店, 夢樂小廚, 冰讚, 夏慕尼 - 台北中山北店","臺北戲棚, 雙連市場, 老爺烘培坊-老爺大酒店, 頂好超市 - 林森北路"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d12049326-Reviews-Hotel_MEZI_Taipei-Zhongzheng_District_Taipei.html,"陶板屋 - 台北重慶南店, 點水樓(懷寧店), 台北永和豆漿大王, 丞祖胡椒餅(重慶店)","二二八紀念館, 國立台灣博物館土銀展示館, 國立台灣博物館, 懐寧街"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d8557442-Reviews-InPage_Hotel_Hostel-Zhongzheng_District_Taipei.html,"欣葉日本料理 館前店, 藝奇 - 台北衡陽店, 老牌牛肉拉麺大王, 福州世祖胡椒餅(重慶店)","TourMeAway - Free Walking Tour In Taipei, 二二八紀念館, 微風台北車站, 國立台灣博物館土銀展示館"
https://www.tripadvisor.com.tw/Hotel_Review-g13806753-d5213292-Reviews-May_Rooms_Taipei-Nangang_Taipei.html,"北大荒, 武侍酒 日式居酒屋, Neverland Lite Bakery & Coffee, 摩斯漢堡MOS BURGER 南港二店","台灣高鐵, 南港站, Citylink 南港店, 中國信託金融園區"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3862269-Reviews-Orange_Hotel_Ximen_Taipei-Wanhua_Taipei.html,"藝奇 - 台北衡陽店, Mala Yuanyang Hotpot, T.G.I.Fridays(西門店), 天天利美食坊","西門町, 家樂福(桂林店), 總統府, 西門紅樓"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d582953-Reviews-Capital_Hotel_Nanjing-Songshan_Taipei.html,"巴雷巴雷印度餐廳, 欣葉日本料理 - 健康店, 陶板屋 - 台北光復南店, 王品 - 台北南京東店","台北小巨蛋, 奧斯丁夢想樂園, 哈米印度服飾, 台北偶戲館"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1755532-Reviews-ISIS_Taipei_Boutique_Hotel-Zhongshan_District_Taipei.html,"N°168 Prime 牛排館 維多麗亞酒店, 馬友友印度廚房（大直店）, 教父牛排 Danny's Steakhouse, Danny & Co Bistro (D&C Bistro)","美麗華百樂園, 金面山親山步道, 實踐大學, EnterSpace 密室逃脫/咖啡實驗室"
https://www.tripadvisor.com.tw/Hotel_Review-g13808515-d4313988-Reviews-ITaipei2_Service_Apartment-Xinyi_District_Taipei.html,"馬友友印度廚房, Kiki餐廳(延吉創始店), 凱菲屋 台北君悅酒店, Just Grill","台北101, 國父紀念館, 台北探索館, 中山公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d3810028-Reviews-Muzik_Hotel_Ximen_Station_Branch-Wanhua_Taipei.html,"天天利美食坊, 幸春三兄妹豆花, 豪大大雞排, 祥發港式茶餐廳","西門町, 天后宮, 西門站地下商城, 萬年商業大樓"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d1634269-Reviews-Tien_Chin_Hotel-Zhongshan_District_Taipei.html,"布娜飛小酒館 台北中山店, 梅子鰻蒲燒屋日本料理, 明宮粵菜廳 台北老爺大酒店, 梅子餐廰","李制餅家, 新光三越 (台北南西店), 台北當代藝術館, 老爺烘培坊-老爺大酒店"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d12439218-Reviews-Caesar_Metro_Taipei-Wanhua_Taipei.html,"福州元祖胡椒餅, 周記肉粥, 四方阿九魯肉飯, 陳記腸蚵專業麵線","龍山寺, 華西街觀光夜市, 龍都冰果專業家, 廣州街觀光夜市"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2527833-Reviews-Inhouse_Hotel_Heritage-Wanhua_Taipei.html,"Mala Yuanyang Hotpot, 富宏牛肉麵, T.G.I.Fridays(西門店), 天天利美食坊","西門町, 西門紅樓, 天后宮, 西門站地下商城"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d1224203-Reviews-Taipei_Garden_Hotel-Zhongzheng_District_Taipei.html,"Prime One牛排館, 周記肉粥, 六國餐廳 台北花園大酒店, hot 7 - 台北家樂福桂林店","家樂福(桂林店), 剝皮寮老街, 萬華夜市, 新富町文化市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d478062-Reviews-Hotel_Sunroute_Taipei-Zhongshan_District_Taipei.html,"W XYZ Bar, 藝奇 - 台北中山北店, 這一鍋皇室祕藏鍋物 中山北殿, 欣葉台菜-創始店","臺北戲棚, 雙城街夜市, 晴光市場, 勝立生活百貨"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d308653-Reviews-Brother_Hotel_Taipei-Songshan_Taipei.html,"慶城海南雞飯, 絲路宴餐廳, VOLKS沃克牛排, 天仁喫茶趣","松大茗茶, Breeze Nanjing, 吉軒茶語, 大千電影院"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d14187606-Reviews-Hua_Shan_Din_by_Cosmos_Creation-Zhongzheng_District_Taipei.html,"馬友友印度廚房-素食餐廳, 巧之味手工水餃, 雨林自助百匯餐廳 - 台北美麗信花園店, 馬友友印度廚房 - 松江路","華山1914文化創意產業園區, 三創生活園區, 振頤軒 - 忠孝新生門市, 光華商場"
https://www.tripadvisor.com.tw/Hotel_Review-g13806900-d633449-Reviews-Taipei_Fullerton_Hotel_Maison_North-Songshan_Taipei.html,"馬友友印度廚房二,民生東路, 1010湘辣料理-復北店, 非常泰-復興店, 荷風中國菜","松山機場觀景台, Breeze Nanjing, 台北松山機場旅遊服務中心, 栄星花園公園"
https://www.tripadvisor.com.tw/Hotel_Review-g13806427-d1993302-Reviews-Hotel_DOUBLE_ONE-Beitou_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13811269-d1448672-Reviews-Park_Taipei_Hotel-Da_an_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d7738019-Reviews-Amba_Taipei_Zhongshan-Zhongshan_District_Taipei.html,"明宮粵菜廳 台北老爺大酒店, 夢樂小廚, 冰讚, 夏慕尼 - 台北中山北店","李制餅家, 新光三越 (台北南西店), 雙連市場, 老爺烘培坊-老爺大酒店"
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d10125458-Reviews-Roaders_Hotel-Zhongzheng_District_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808853-d301805-Reviews-Sheraton_Grand_Taipei_Hotel-Zhongzheng_District_Taipei.html,"辰園 - 台北喜來登大飯店, 安東廳 - 台北喜來登大飯店, 比薩屋 - 台北喜來登大飯店, Sukhothai - 台北喜來登大飯店","希望廣場 農民市集, 中山教會, 監察院, 華山市場"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d2347774-Reviews-Amba_Taipei_Ximending-Wanhua_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13808671-d4463155-Reviews-Via_Hotel_Loft-Zhongshan_District_Taipei.html,"九華樓 華泰王子大飯店, 鼎極魚翅, 鰻味屋, Cama Cafe（民生馬偕店）","臺北戲棚, 雙連市場, 欣欣秀泰影城, 文昌廟"
https://www.tripadvisor.com.tw/Hotel_Review-g13806951-d5890147-Reviews-Muzik_Hotel_Ximending_Xining_Branch-Wanhua_Taipei.html,,
https://www.tripadvisor.com.tw/Hotel_Review-g13806451-d614895-Reviews-Dong_Wu_Hotel-Datong_Taipei.html,"夏樹甜品, 佳興魚丸, 同安樂, 孔雀歐亞料理餐酒館","迪化207博物館, 阿嬤家- 和平與女性人權館, 慈聖宮, 學藝埕"
